shop name,postal code,phone number,star,price,number of reviews,street address
Pho 24,90020,(213) 388-5507,-1,$,301,3450 W 6th St
Wolf,90046,(323) 424-7735,-1,$$$,114,7661 Melrose Ave
SHABUYA,90010,(213) 365-9000,-1,$$,330,3986 Wilshire Blvd
Kabob By Faraj Restaurant & Meat Market,90035,(424) 354-0085,-1,$,118,8680 W Pico Blvd
Bamboo Inn,90057,(213) 483-6938,-1,$,49,2005 W 7th St
Kabob By Faraj Restaurant & Meat Market,90035,(424) 354-0085,-1,$,118,8680 W Pico Blvd
Thai Fresh Cafe,90024,(310) 478-1345,-1,$,193,1771 Westwood Blvd
Mercado,90048,(323) 944-0947,-1,$$,675,7910 W 3rd St
Pink Pepper,90028,(323) 461-2462,-1,$$,433,1638 North La Brea Avenue
Butcher’s Dog,90064,(310) 444-2929,-1,$$,181,11301 W Olympic Blvd
Sanzab Thai,90046,(323) 876-5959,-1,$$,118,7363 Sunset Blvd
House of Thai Taste,90066,(310) 915-0123,-1,$$,353,12824 Venice Blvd
Hashi,90012,(213) 617-0237,-1,$$,191,442 E 2nd St
Al Wazir Chicken,90028,(323) 856-0660,-1,$,413,6051 Hollywood Blvd
Cup O’ Joy,90007,(213) 745-8569,-1,$,246,3016 S Figueroa St
Ten-Raku,90020,(213) 380-8382,-1,$$,280,4177 W 3rd St
Ocha Classic Restaurant,90020,(213) 387-8188,-1,$$,123,3914 W 3rd St
Kiku Sushi,90004,(323) 464-1323,-1,$$,287,246 N Larchmont Blvd
Eagle Rock Noodle & Grill,90041,(323) 739-0139,-1,$,129,7315 N Figueroa St
Tuk Tuk Thai,90035,(310) 860-1872,-1,$$,352,8875 W Pico Blvd
Sushi Masu,90025,(310) 446-4368,-1,$$$,383,1911 Westwood Blvd
Native Foods Cafe,90024,(310) 209-1055,-1,$$,1113,1114 Gayley Ave
Corner Place,90006,(213) 487-0968,-1,$$,792,2819 James M Wood Blvd
Keungama Korean Restaurant,90005,(213) 365-6788,-1,$$,256,3498 W 8th St
Ugly Roll Sushi,90034,(310) 837-8500,-1,$,466,11128 Palms Blvd
République,90036,(310) 362-6115,-1,$$,2023,624 S La Brea Ave
New Flavors,90066,(310) 390-7849,-1,$,155,4135 S Centinela Ave
India’s Grill,90048,(310) 659-3903,-1,$$,332,428 S San Vicente Blvd
Yakuza Sushi,90026,(323) 741-8282,-1,$$,99,1700 Silver Lake Blvd
A-Won Japanese Restaurant,90006,(213) 389-6764,-1,$$,211,913 S Vermont Ave
Pho Hoa Vietnamese Restaurant,90012,(213) 485-0074,-1,$,218,818 N Spring St
Ramen Yamadaya,90024,(310) 474-1600,-1,$,367,1248 Westwood Blvd
Papilles Bistro,90028,(323) 871-2026,-1,$$$,299,6221 Franklin Ave
Trois Mec,90038,,-1,$$$$,452,716 N Highland Ave
Yup Dduk La,90020,(213) 263-2355,-1,$$,862,3603 W 6th St
Siam Chan,90025,(310) 444-4981,-1,$,536,1611 Colby Ave
King’s Thai Food,90038,(323) 469-9173,-1,$,80,1253 Vine St
OK Chinese Restaurant,90042,(323) 259-2414,-1,$,95,6320 N Figueroa St
Industriel,90017,(213) 488-8020,-1,$$,923,609 S Grand Ave
Shibumi,90014,(213) 265-7923,-1,$$$,59,815 S Hill St
Yang Ban Sul Lung Tang Restaurant,90021,(213) 489-4640,-1,$,114,716 E 9th Pl
Pho Family Restaurant,90033,(323) 222-0112,-1,$,48,1025 N State St
The Pho Shop,90013,(213) 617-8533,-1,$,143,333 S Alameda St
Sack Sandwiches,90069,(323) 655-7225,-1,$,698,8360 Melrose Ave
J BBQ,90006,(213) 381-9292,-1,$$,467,901 S Vermont Ave
Inti Restaurant,90038,(323) 962-2027,-1,$$,166,5870 Melrose Ave
Burger Lounge,90004,(323) 462-2310,-1,$$,210,217 North Larchmont Blvd
The Counter Downtown LA,90017,(213) 228-7800,-1,$$,674,725 W 7th St
Cafe Mak,90005,(213) 252-9898,-1,$$,615,612 Shatto Pl
Thirteen XIII Soju Bar,90019,(323) 272-3432,-1,$$,87,4121 W Olympic Blvd
Tak’s Coffee Shop,90008,(323) 295-0195,-1,$,66,3870 Crenshaw Blvd
Status Kuo,90066,(310) 574-7610,-1,$$,29,3809 Grand View Blvd
Oomasa,90012,(213) 623-9048,-1,$$,978,100 Japanese Village Plz
L A rsian Bbq,90034,(951) 963-6451,-1,$,37,8543 Venice Blvd
Holy Crab,90010,(213) 252-0058,-1,$$,377,3250 Wilshire Blvd
Janggun bbq,90005,(213) 365-2200,-1,$$,17,698 S Vermont ave
WaBa Grill,90029,(323) 660-9222,-1,$,99,1134 N. Vermont Ave.
Talay Thai,90025,(310) 477-3189,-1,$,200,11314 Santa Monica Blvd
Bibigo,90067,(310) 557-0011,-1,$,184,10252 Santa Monica Blvd
Hot Pot Galaxy,90012,(213) 620-0588,-1,$$,261,123 Astronaut E S Onizuka St
Siam Sunset,90027,(323) 467-8935,-1,$,186,5265 W Sunset Blvd
Katsuya L.A. Live,90015,(213) 805-8763,-1,$$$,912,800 W Olympic Blvd
Tawanna Thai,90048,(323) 939-2450,-1,$$,271,6236 Wilshire Blvd
Kotoya Japanese Ramen & Bar,90025,(310) 477-1199,-1,$$,428,11901 Santa Monica Blvd
Kotoya Japanese Ramen & Bar,90025,(310) 477-1199,-1,$$,428,11901 Santa Monica Blvd
Hama Sushi,90012,(213) 680-3454,-1,$$,1218,347 E 2nd St
Castle BBQ,90004,(323) 467-3813,-1,$$,1186,473 N Western Ave
King Buffet,90027,(323) 468-9398,-1,$$,273,1375 N Western Ave
Seafood Express,90057,(213) 483-2122,-1,$,154,2122 Beverly Blvd
The Morrison,90039,(323) 667-1839,-1,$$,2621,3179 Los Feliz Blvd
Buffet Express,90045,(310) 670-6575,-1,$,15,5959 W Century Blvd
Curry House CoCo Ichibanya,90020,(213) 375-7546,-1,$$,191,3500 W 6th St
Little China Restaurant,90068,(323) 969-8838,-1,$,139,3535 Cahuenga Blvd W
Rene Cafe,90017,(213) 689-9898,-1,$$,52,1123 W 7th St
Rene Cafe,90017,(213) 689-9898,-1,$$,52,1123 W 7th St
California Wok,90025,(310) 207-2852,-1,$$,196,12004 Wilshire Blvd
Tasty Grill,90020,(213) 908-5929,-1,$$,36,301 S Western Ave
Cho Oishi,90028,(323) 464-0500,-1,$$,186,6801 Hollywood Blvd
Seoul Sausage,90015,(310) 477-7739,-1,$,64,
Slow Fish,90036,(323) 930-0170,-1,$$,373,5406 Wilshire Blvd
Nariya Thai,90028,(323) 688-3544,-1,$$,271,6099 Sunset Blvd
Myung In Dumplings,90006,(213) 381-3568,-1,$,503,3109 W Olympic Blvd
Jinsol Gukbap,90020,(213) 908-5636,-1,$,102,4253 3rd St
Asahi Ramen,90025,(310) 479-2231,-1,$,647,2027 Sawtelle Blvd
Thank U Pho,90005,(213) 380-3223,-1,$,354,3522 W 8th St
Kino Sushi,90028,(323) 465-4567,-1,$$,293,6721 Hollywood Blvd
Wiches On Wilshire,90010,(213) 389-3656,-1,$,83,3800 Wilshire Blvd
Modan Eagle Rock Ramen,90041,(323) 739-0411,-1,$$,124,1757 Colorado Blvd
Birdies,90015,(213) 536-5720,-1,$$,394,314 W Olympic Blvd
Comfort LA,90021,(213) 537-0844,-1,$$,240,1110 E 7th St
Mr. Pizza,90010,(213) 738-0077,-1,$$,769,3881 Wilshire Blvd
Thank You For Coming,90039,(323) 648-2666,-1,$,54,3416 Glendale Blvd
HoHo Chicken,90057,(213) 384-9595,-1,$,87,2625 W. 6TH ST
La Barca Restaurant,90007,(323) 735-6567,-1,$$,553,2414 S Vermont Ave
La Barca Restaurant,90007,(323) 735-6567,-1,$$,553,2414 S Vermont Ave
BAD Sushi,90025,(310) 479-4910,-1,$$,407,11617 Santa Monica Blvd
Hop Woo,90012,(213) 617-3038,-1,$$,334,845 N Broadway
Chaya Downtown,90071,(213) 236-9577,-1,$$$,822,525 S Flower St
The Prince,90005,(213) 389-1586,-1,$$,446,3198 1/2 W 7th St
Korea BBQ House,90012,(213) 680-1826,-1,$,127,123 S Onizuka St
Swadesh,90020,(213) 386-7799,-1,$,69,4153 W 3rd St
Tanota Takoyaki,90031,(310) 497-2829,-1,$,124,
Magal BBQ,90005,(213) 383-1909,-1,$$,450,3460 W 8th St
LASA,90012,(213) 443-6163,-1,$$$,47,727 N Broadway
Francoisa Bakery,90010,(213) 385-0454,-1,$,81,3540 Wilshire Blvd
California Wings Cafe,90028,(323) 465-2000,-1,$,195,1649 N Cahuenga Blvd
Anarkali Indian Restaurant,90038,(323) 934-6488,-1,$$,1439,7013 Melrose Ave
Urth Caffé - Downtown,90013,(213) 797-4534,-1,$$,4088,451 S Hewitt St
Belly & Snout,90006,(323) 643-4170,-1,$,228,974 S Western Ave
IL Sogno Deli,90048,(323) 653-2296,-1,$,31,444 S San Vicente Blvd
Northern Cafe,90024,(310) 208-8830,-1,$,129,1064 Gayley Ave
Thai Corner Food Express,90007,(213) 748-8006,-1,$,156,3655 S Grand Ave
Cocohut Thai Restaurant,91331,(818) 302-6145,-1,$,137,10690 Laurel Canyon Blvd
Dr Robbin,90020,(213) 380-0202,-1,$$,197,3000 W 6th St
Osteria Mozza,90038,(323) 297-0100,-1,$$$$,2191,6602 Melrose Ave
Dr Robbin,90020,(213) 380-0202,-1,$$,197,3000 W 6th St
ABC Seafood Restaurant,90012,(213) 680-2887,-1,$,231,708 New High St
Wings World,90019,(323) 931-9202,-1,$$,129,5109 Venice Blvd
Orsa & Winston,90013,(213) 687-0300,-1,$$$$,278,122 W 4th St
Bulgogi Hut,90010,(213) 388-1988,-1,$$,783,3600 Wilshire Blvd
Naegohyang Restaurant,90005,(213) 381-0022,-1,$$,111,3516 W 8th St
Mister Bossam,90020,(213) 388-5379,-1,$$,305,338 S Western Ave
Orange Tree Cafe,90020,(213) 388-8876,-1,$,114,3500 W 6th St
Me So Hungry Truck,CA,(310) 363-0946,-1,$$,231,
Golden Dragon Restaurant,90012,(213) 626-2039,-1,$$,451,960 N Broadway
Yellow House Cafe,90004,(213) 365-0820,-1,$$,819,234 S Oxford Ave
Four Leaf,90012,(213) 621-2559,-1,$,919,318 E 2nd St
Sanya,90006,(213) 383-1144,-1,$$,1086,2897 W Olympic Blvd
Tsurumaru Udon Honpo,90013,(213) 625-0441,-1,$,349,333 S Alameda St
Jack’s Family Kitchen,90062,(323) 296-5215,-1,$,93,3965 S Western Ave
Phillips Barbecue,90016,(323) 731-4772,-1,$$,338,2619 Crenshaw Blvd
Green Tea House,90046,(323) 874-6777,-1,$,216,7226 W Sunset Blvd
Maccheroni Republic,90013,(213) 346-9725,-1,$$,1432,332 S Broadway
Gam Ja Gol,90006,(213) 381-6446,-1,$$,275,3003 W Olympic Blvd
Palm Tree La,90010,(213) 800-2053,-1,$$,197,3240 Wilshire Blvd
PA Ord Noodle,90028,(323) 464-2989,-1,$,154,7075 W Sunset Blvd
Cabbage Patch,90014,(213) 489-4489,-1,$$,360,520 W 6th St
TOI On Sunset,90046,(323) 874-8062,-1,$$,1009,7505 1/2 W Sunset Blvd
Mapo Galbi,90019,(323) 795-0014,-1,$$,205,1008 S St Andrews Pl
The Flame Broiler,90017,(213) 622-8828,-1,$,67,659 S Flower St
Arts District Brewing Company,90013,(213) 519-5887,-1,$$,398,828 Traction Avenue
The Little Door,90048,(323) 951-1210,-1,$$$,1554,8164 W 3rd St
Chinese Friends Restaurant,90012,(213) 626-1837,-1,$$,239,984 N Broadway
Post & Beam,90008,(323) 299-5599,-1,$$,578,3767 Santa Rosalia Dr
My Thai,90020,(213) 738-8849,-1,$$,277,3407 W 6th St
Healthy Zone Jook Hyang,90006,(213) 487-5002,-1,$$,171,3177 W Olympic Blvd
Soowon Galbi KBBQ Restaurant,90005,(213) 365-9292,-1,$$,2054,856 S Vermont Ave
ixlb DimSum Eats,90028,(323) 848-4766,-1,$,163,5900 Sunset Blvd
Thai Dishes,90045,(310) 342-0046,-1,$$,294,6234 W Manchester Ave
Hwang Hae Do Korean BBQ,90004,(323) 468-3839,-1,$$,110,429 N Western Ave
Square One Dining,90029,(323) 661-1109,-1,$$,1366,4854 Fountain Ave
Hae Ha Heng Thai Bistro,90020,(213) 388-2407,-1,$$,519,301 S Western Ave
A-Frame,90066,(310) 398-7700,-1,$$,1611,12565 Washington Blvd
Bäco Mercat,90013,(213) 687-8808,-1,$$,2131,408 S Main St
Gus’s World Famous Fried Chicken,90019,(323) 402-0232,-1,$$,446,1262 Crenshaw Blvd
KT Thai,90027,(323) 667-9800,-1,$$,170,5151 Hollywood Blvd
Feast At Rieber,90024,,-1,$,48,310 de Neve Dr
Grace Cafe,90017,(213) 250-7515,-1,$,58,1221 W 3rd St
Le Comptoir,90020,(213) 290-0750,-1,$$$$,79,3606 W 6th St
Kalye Hits,90004,(323) 522-6833,-1,$$,50,4161 Beverly Blvd
Lalibela Ethiopian Restaurant,90019,(323) 965-1025,-1,$$,97,1025 S. Fairfax Ave
Moodaepo II,90005,(213) 381-9990,-1,$$,1376,3014 W 7th St
Sake House by Hikari,90020,(213) 389-4000,-1,$$,202,3465 W 6th St
La Naranja Taqueria Restaurant,90031,(323) 221-5923,-1,$,126,2333 Daly St
Pagoda Bar at Yamashiro Hollywood,90068,(323) 466-5125,-1,$$$,14,1999 N Sycamore Ave
Soy Roll & Katsu,90007,(213) 741-1288,-1,$,120,3335 S. Figueroa St
Curry House,90005,(213) 487-7180,-1,$$,171,621 S Western Ave
Palomino,90024,(310) 208-1960,-1,$$,1139,10877 Wilshire Blvd
The Boiling Crab,90010,(213) 389-2722,-1,$$,1898,3377 Wilshire Blvd
Dino’s Chicken and Burgers,90006,(213) 380-3554,-1,$,1599,2575 W Pico Blvd
1st Wok,90045,(310) 568-9192,-1,$,43,5565 W Manchester Ave
My Dung Sandwich Shop,90012,(213) 617-7094,-1,$,55,314 Ord St
Dragon Loco,90044,(323) 565-4060,-1,$,26,1011 W Florence Ave
Al & Bea’s Mexican Food,90033,(323) 267-8810,-1,$,454,2025 E 1st St
Lacha Somtum Thai Restaurant,90027,(323) 486-7380,-1,$$,141,5171 Hollywood Blvd
Go Pocha,90020,(213) 381-0088,-1,$$,159,401 S Vermont Ave
Corner Bakery Cafe,90017,(213) 239-0424,-1,$$,151,801 S Figueroa St
The Escondite,90013,(213) 626-1800,-1,$$,575,410 Boyd St
Jacks N Joe,90007,(213) 748-4565,-1,$$,1459,2498 S Figueroa St
Eat Drink Americano,90013,(213) 620-0781,-1,$$,550,923 E 3rd St
Rama Thai Cuisine,90014,(213) 624-9996,-1,$,53,625 S Hill St
Pho Shop,90025,(310) 446-8070,-1,$,72,1834 Westwood Blvd
Zencu Sushi & Grill,90012,(213) 687-7780,-1,$$,445,319 E 2nd St
Noodle World Jr.,90028,(323) 960-0999,-1,$,75,6118 W Sunset Blvd
Plant Food For People,90042,,-1,$,119,
Belly Flop,90067,(213) 435-1905,-1,$,5,1800 Ave Of The Stars
Michelangelo Ristorante,90039,(323) 660-4843,-1,$$,506,2742 Rowena Ave
KaGaYa,90012,(213) 617-1016,-1,$$$$,528,418 E 2nd St
California Chicken Cafe,90038,(323) 935-5877,-1,$$,639,6805 Melrose Ave
SUGARFISH by sushi nozawa,90028,(323) 320-4800,-1,$$$,151,6115 W Sunset Blvd
Liliya China Bistro,90012,(213) 620-1717,-1,$$,117,108 W 2nd St
Kuishimbo,90010,(213) 380-8055,-1,$,63,4001 Wilshire Blvd
Hop Li,90025,(310) 268-2463,-1,$$,307,11901 Santa Monica Blvd
La Ddong Ggo,90020,(213) 568-3708,-1,$$,64,528 S Western Ave
Deli-In,90010,(213) 388-3451,-1,$,109,3456 1/2 Wilshire Blvd
Morinoya,90064,(310) 473-3960,-1,$$,245,11301 W Olympic Blvd
Merkato Ethiopian Restaurant & Market,90019,(323) 935-1775,-1,$$,572,1036 S Fairfax Ave
Vim Thai-Chinese Restaurant,90027,(323) 662-1017,-1,$$,123,5132 Hollywood Blvd
Mendocino Farms,90036,(323) 934-4261,-1,$$,899,175 S Fairfax Ave
Tasty Wok Cuisine,90025,(310) 826-0900,-1,$,75,11628 Santa Monica Blvd
Caffé Bene Wilshire,90010,(213) 384-3713,-1,$,587,3287 Wilshire Blvd
Sidewalk Grill,90027,(323) 669-3354,-1,$$,553,1727 N Vermont Ave
SUGARFISH by sushi nozawa,90049,(310) 820-4477,-1,$$$,873,11640 San Vicente Blvd
Jeon Ju Restaurant,90006,(213) 386-5678,-1,$$,252,2716 W Olympic Blvd
Siam Chan,90066,(310) 915-7408,-1,$,174,12470 Venice Blvd
Mandoline Grill,CA,,-1,$,286,
Haché LA,90026,(323) 928-2963,-1,$$,398,3319 W Sunset Blvd
ACA Grill,90005,(213) 674-7708,-1,$$,300,3062 W 8th St
Le Mandarette,90028,(323) 878-0333,-1,$,111,1651 3/4 N La Brea Ave
Numero Uno Pizza,90036,(323) 939-7661,-1,$$,153,5044 Wilshire Blvd
LocoL,90002,,-1,$,288,1950 E 103rd St
Boardwalk 11,90034,(310) 837-5245,-1,$$,291,10433 National Blvd
The 3rd Stop,90048,(310) 273-3605,-1,$$,438,8636 W 3rd St
Modern Eats,90039,(323) 665-1008,-1,$$,348,2590 Glendale Blvd
Modern Eats,90039,(323) 665-1008,-1,$$,348,2590 Glendale Blvd
Matteo’s,90064,(310) 475-4521,-1,$$$,129,2321 Westwood Blvd
Daichan Kaiten Sushi,90064,(310) 914-5028,-1,$$,337,11301 Olympic Blvd
Golden Burger 11,90057,(213) 484-2868,-1,$,48,1938 W 3rd St
Ssam Korean BBQ,90006,(323) 737-9292,-1,$$,790,1040 S Western Ave
Grand Café,90012,(213) 356-4155,-1,$$,223,251 S Olive St
The Hart & The Hunter,90048,(323) 424-3055,-1,$$,630,7950 Melrose Ave
ROC Playa Vista,90094,(424) 835-4777,-1,$$,99,12775 Millennium Dr
Lemonade,90025,(310) 478-0900,-1,$$,107,2047 Sawtelle Blvd
Roscoe’s House of Chicken & Waffles,90019,(323) 934-4405,-1,$$,2143,5006 W Pico Blvd
ROC Playa Vista,90094,(424) 835-4777,-1,$$,99,12775 Millennium Dr
Nick + Stef’s Steakhouse,90071,(213) 680-0330,-1,$$$,133,330 S Hope St
Hannosuke,90066,(310) 397-4676,-1,$,262,3760 S Centinela Ave
Koginara,90005,(213) 384-3559,-1,$$,125,3101 W 8th St
Izakaya By Slowfish,90046,(323) 745-0533,-1,$$,59,8267 Santa Monica Blvd
Sun Nong Dan,90020,(213) 365-0303,-1,$$,358,3470 W 6th St
King Taco,90006,(213) 384-8115,-1,$,817,2020 W Pico Blvd
CJ’s Cafe,90019,(323) 936-3216,-1,$,392,5501 W Pico Blvd
Myung Dong Noodle House,90005,(213) 251-1066,-1,$,81,698 Irolo St
Thai Fantasy & Chinese,90042,(323) 257-0580,-1,$,196,5900 Monterey Rd
The Ramen Joint,90045,(424) 227-9328,-1,$$,186,6220 W 87th St
Bud Namu Korean BBQ,90005,(213) 385-9292,-1,$$,959,809 S Ardmore Ave
Yangmani,90006,(213) 249-9292,-1,$$,110,2561 W Olympic Blvd
Regent China Inn,90012,(213) 680-3333,-1,$,217,747 N Main St
Stone Grill,90005,(213) 388-0285,-1,$$,227,703 S Vermont Ave
Wokshop By Xi’an,90077,(310) 475-1146,-1,$$,17,2958 N Beverly Glen Cir
The Cellar Bar & Grill,90067,(310) 277-1584,-1,$$,105,1880 Century Park E
China Cafe At Grand Central Market,90013,(213) 628-8481,-1,$,153,317 S Broadway
SHU Sushi House Unico,90077,(310) 474-2740,-1,$$$,113,2932 1/2 Beverly Glen Circle
Food Haus Café,90007,(213) 741-0007,-1,$$,931,2106 S Olive St
Food Haus Café,90007,(213) 741-0007,-1,$$,931,2106 S Olive St
Doughboys Cafe & Bakery,90048,(323) 852-1020,-1,$$,1288,8136 W 3rd St
WaBa Grill,90058,(213) 749-0703,-1,$,19,1907 S Alameda St
BierBeisl Imbiss,90013,(213) 935-8035,-1,$$,200,541 S Spring St
The Stocking Frame,90015,(213) 488-0373,-1,$$,775,911 S Hill St
Touhmi,90020,(213) 368-1388,-1,$$,174,3500 W 6th St
Kawaba Rice Ball,90046,(323) 272-4510,-1,$,127,7368 Melrose Ave
O Jang Dong,90020,(213) 365-0097,-1,$$,132,4031 W 3rd St
Mako Sushi,90012,(213) 613-0083,-1,$$$,213,123 Astronaut E S Onizuka St
Flores and Sons,90025,(424) 273-6469,-1,$$,434,2024 Sawtelle Blvd
Flores and Sons,90025,(424) 273-6469,-1,$$,434,2024 Sawtelle Blvd
El Chato Taco Truck,90019,,-1,$,1053,5300 W Olympic Blvd
Blaqhaus,91606,(818) 980-5500,-1,$$,488,11671 Victory Blvd
Chao Krung Restaurant,90036,(323) 939-8361,-1,$$,198,111 N Fairfax Ave
Orochon Ramen,90012,(213) 617-1766,-1,$,2734,123 Astronaut E S Onizuka St
Mia Sushi,90041,(323) 256-2562,-1,$$,435,4741 Eagle Rock Blvd
Classic Thai Restaurant,90041,(323) 478-0530,-1,$$,231,1708 Colorado Blvd
Schwartz Bakery,90036,(323) 653-1683,-1,$,48,433 N Fairfax Ave
Sopita,90006,(323) 356-9224,-1,$,91,3087 W Pico Blvd
Nomura Sushi,91403,(818) 981-3844,-1,$$,494,14622 Ventura Blvd
Three Flames Mongolian Bar-B-Q,90045,(310) 641-6868,-1,$$,145,5608 W Manchester Ave
Bloom Cafe,90019,(323) 934-6900,-1,$$,649,5544 W Pico Blvd
Market Restaurant,90014,(213) 488-9119,-1,$$,110,862 S Los Angeles St
Let’s Roll It,CA,(626) 810-5452,-1,$$,106,
Pailin Thai Cuisine,90028,(323) 467-6775,-1,$,263,5621 Hollywood Blvd
En Sushi,90027,(323) 664-1891,-1,$$,258,1972 Hillhurst Ave
Roll Roll Roll,90010,(213) 386-3000,-1,$,483,3675 Wilshire Blvd
LifeFood Organic,90028,(323) 466-0927,-1,$$,247,1507 Cahuenga Blvd
Wiki Poki,90010,(213) 739-4363,-1,$,316,3438 Wilshire Blvd
Lucky Deli,90012,(213) 625-7847,-1,$,122,706 N Broadway
Pailin Thai Cuisine,90028,(323) 467-6775,-1,$,263,5621 Hollywood Blvd
Lucky Deli,90012,(213) 625-7847,-1,$,122,706 N Broadway
U-Zen Japanese,90025,(310) 477-1390,-1,$$,329,11951 Santa Monica Blvd
Cafe Beaujolais,90041,(323) 255-5111,-1,$$,1166,1712 Colorado Blvd
Tomodachi Sushi,90024,(310) 824-8805,-1,$$,381,10975 Weyburn Ave
Rodded Restaurant,90028,(323) 962-8382,-1,$,136,5623 Hollywood Blvd
WaBa Grill,90042,(323) 675-1090,-1,$,11,6316 North Figueroa St
Bossa Nova Brazilian Cuisine,90064,(310) 441-0404,-1,$$,1019,10982 W Pico Blvd
Waba Grill,90065,(323) 478-9222,-1,$,24,3113 N San Fernando Rd
Jjukku Jjukku BBQ,90010,(213) 674-7228,-1,$$,344,3377 Wilshire Blvd
Jjukku Jjukku BBQ,90010,(213) 674-7228,-1,$$,344,3377 Wilshire Blvd
The Vegan Joint,90029,(323) 667-9560,-1,$,126,4718 Fountain Ave
Arroy Food Truck,90036,(626) 227-5666,-1,$,70,
The Oinkster,90041,(323) 255-6465,-1,$$,3170,2005 Colorado Blvd
Toshi Sushi,90012,(213) 680-4166,-1,$$,332,359 E 1st St
Buil Samgye Tang,90020,(213) 739-0001,-1,$$,251,4204 W 3rd St
Cicada Restaurant,90014,(213) 488-9488,-1,$$$,400,617 S Olive St
Lemonade,90004,(323) 464-0700,-1,$$,374,626 N Larchmont Blvd
El Cholo,90006,(323) 734-2773,-1,$$,1072,1121 S Western Ave
Golden City Seafood Restaurant,90012,(213) 253-2660,-1,$,201,960 N Hill St
Zankou Chicken,90025,(310) 444-0550,-1,$,1091,1716 S Sepulveda Blvd
Qin West Chinese Cuisine,90012,(213) 687-1063,-1,$,64,727 N Broadway
Mendocino Farms,90071,(213) 430-9040,-1,$$,561,735 S Figueroa St
Sonoritas Prime Tacos,90025,(310) 444-9100,-1,$$,313,2004 Sawtelle Blvd
Egg Roll King,90065,(323) 256-5271,-1,$,28,3111 N San Fernando Rd
Hwa Sun Ji Tea & Coffee,90010,(213) 382-5302,-1,$,415,3960 Wilshire Blvd
Byul Gobchang,90020,(213) 739-0321,-1,$$,587,3819 W 6th St
El Parian Restaurant,90015,(213) 386-7361,-1,$,163,1528 W Pico Blvd
Westside Tavern,90064,(310) 470-1539,-1,$$,1242,10850 W Pico Blvd
New Panda Buffet,90016,(323) 291-5555,-1,$,109,5120 Rodeo Rd
Korean Kitchen Hibachi Barbeque,90012,(213) 680-1039,-1,$$,251,135 Japanese Village Pl Mall
The Palace Seafood & Dim Sum,90025,(310) 979-3377,-1,$$,362,11701 Wilshire Blvd
New Panda Buffet,90016,(323) 291-5555,-1,$,109,5120 Rodeo Rd
Foo Chow Restaurant,90012,(213) 485-1294,-1,$$,277,949 N Hill St
Ong Ga Nae Korean BBQ,90006,(213) 386-9292,-1,$$,105,936 South Vermont Ave
Kachi Deli Cafe & Grill,90017,(213) 482-4553,-1,$$,196,1055 Wilshire Blvd
Osteria Mamma,90038,(323) 284-7060,-1,$$,1061,5732 Melrose Ave
MJ Cafe Express - Sawtelle,90025,(310) 445-6455,-1,$,414,11307 Mississippi Ave
John O’Groats,90064,(310) 204-0692,-1,$$,465,10516 W Pico Blvd
All’ Angolo Pizza & Pasta,90020,(213) 368-7888,-1,$$,561,4050 W 3rd St
Kali Restaurant,90038,(323) 871-4160,-1,$$$,185,5722 Melrose Avenue
Boran Thai Restaurant,90027,(323) 469-8883,-1,$,137,5401 Hollywood Blvd
BAR Ama,90013,(213) 687-8002,-1,$$,856,118 W 4th St
Khun Dom Thai,90029,(323) 663-1086,-1,$,107,4681 Melrose Ave
Pampas Grill,90036,(323) 931-1928,-1,$$,925,6333 W 3rd St
Oops! Sushi & Sake Bar,90064,(310) 478-8991,-1,$$,468,11670 W Gateway Blvd
Salathai Restaurant,90012,(213) 625-0805,-1,$,155,211 Alpine St
Chi Spacca,90038,(323) 297-1133,-1,$$$$,361,6610 Melrose Ave
Keep It C’asian,,(626) 747-6788,-1,$$,50,
Vegan House,90028,(323) 962-6195,-1,$,302,1717 Wilcox Ave
Vegan House,90028,(323) 962-6195,-1,$,302,1717 Wilcox Ave
Eastside Market Italian Deli,90012,(213) 250-2464,-1,$,787,1013 Alpine St
Tsujita LA Artisan Noodle Annex,90025,(310) 231-0222,-1,$$,1064,2050 Sawtelle Blvd
Cilantro Lime,90015,(213) 628-3517,-1,$,117,934 Los Angeles St
Kimukatsu,90025,(310) 477-1129,-1,$$,293,2121 Sawtelle Blvd
Long’s Family Pastry,90012,(213) 622-5255,-1,$,150,715 N Spring St
Avenue 2 Grill,90010,(213) 385-2636,-1,$,91,3456 Wilshire Blvd
Odys and Penelope,90036,(323) 433-1057,-1,$$$,306,127 S La Brea
Galbi King,90064,(310) 477-6075,-1,$$,322,11267 National Blvd
Poppy + Rose,90014,(213) 995-7799,-1,$$,895,765 Wall St
Odys and Penelope,90036,(323) 433-1057,-1,$$$,306,127 S La Brea
Poppy + Rose,90014,(213) 995-7799,-1,$$,895,765 Wall St
Flore Vegan Cuisine,90026,(323) 953-0611,-1,$$,954,3818 W Sunset Blvd
Soban,90019,(323) 936-9106,-1,$$,166,4001 W Olympic Blvd
Bar Verde,90036,(323) 900-1610,-1,$$,217,189 The Grove Dr
Little Ocha Extra,91405,(818) 650-8434,-1,$,75,13724 Sherman Way
Naan Hut,90025,(310) 481-9820,-1,$,219,11551 Santa Monica Blvd
LA Prime,90071,(213) 612-4743,-1,$$$$,585,404 S Figueroa St
Klat,90005,(213) 674-7776,-1,$$,291,621 S Western Ave
Aladdin’s Coffee Shop,90015,,-1,$,101,1150 S Hope St
