shop name,postal code,phone number,star,price,number of reviews,street address
Cactus Taqueria #3,91602-2009,+1 818-754-8119,4.0,$,6,11401 Moorpark St
Cactus Mexican Food,90038-2714,+1 323-464-5865,4.5,$,22,950 Vine St
Toca Madera,90048-4112,+1 323-852-9400,3.5,$$ - $$$,34,8450 W 3rd St
Cha Cha Chili,90032-3831,+1 323-222-8900,4.5,,7,4625 Valley Blvd
Diablo Taco,90026-2131,+1 323-666-4666,4.5,,11,3129 W Sunset Blvd
La Abeja,90065-2447,+1 323-221-0474,5.0,$,5,3700 N Figueroa St
Taco Zone,90026-3129,+1 818-763-4085,5.0,,3,1342 N Alvarado St
Benito's Taco Shop,90048-4502,+1 323-938-7427,5.0,,3,7912 Beverly Blvd
El Siete Mares,90026-2131,+1 323-665-0865,4.5,$$ - $$$,11,3131 W Sunset Blvd
Ranch Side Cafe,91342,+1 818-834-0031,4.5,$$ - $$$,10,11355 Foothill Blvd.
El Huarachito,90031-2702,+1 323-223-0476,5.0,,6,3010 N Broadway
La Azteca Tortilleria,90022,+1 323-262-5977,4.5,,10,4538 E. Cesar Chavez Ave.
Tacos Villa Corona,90039-1805,+1 323-661-3458,4.5,,10,3185 Glendale Blvd
Poquito Mas,91364-2202,+1 818-887-2007,3.5,$,18,21049 Ventura Blvd
Nina's Mexican Food,90025-3148,+1 310-479-5081,4.5,$,8,1651 Sawtelle Blvd
Casita Del Campo,90027-4740,+1 323-662-4255,4.0,$$ - $$$,40,1920 Hyperion Ave
Tacos El Gavilan,,,4.0,,8,7070 W Sunset Blvd
Sharky's Woodfired Mexican Grill,91602,+1 818-508-1900,4.5,$,16,10119 Riverside Drive
Lupe's Burritos,90022-1615,+1 323-266-6881,4.5,,3,4642 E 3rd St
Tacos Por Favor,90064-1115,+1 310-479-2818,4.5,$,11,11901 W Olympic Blvd
Puesta del Sol,,,4.0,,7,1622 S. Gaffey St.
Tinga,90036-2910,+1 323-954-9566,4.5,,20,142 S La Brea Ave
Sun Taco,90028-6136,+1 323-464-0935,4.0,$,7,6801 Hollywood Blvd
Los Tacos,90046-5110,+1 323-848-9141,4.0,$,16,7954 Santa Monica Blvd
Mexicali Taco & Co.,90012-2119,+1 213-613-0416,4.5,$,8,704 N Figueroa St
DOS Arbolitos Restaurant,91343-4135,+1 818-891-6661,4.5,,14,9034 Woodley Ave
Teresitas Restaurant,90063-3602,+1 323-266-6045,4.5,,5,3826 E 1st St
Senor Grandes,91367-2423,+1 818-346-9144,5.0,,3,21514 Victory Blvd
Tacos El Gordo El Original,91331,8188977309,5.0,,1,13236 Paxton St.
Little Mexico Seafood Restaurant,90022-3114,+1 323-780-9848,5.0,,1,4937 Whittier Blvd
tacos mexico,90014-1706,+1 213-489-1840,5.0,,1,312 W 7th St
La Sirenita,91406-4200,+1 818-909-9080,5.0,,1,15355 Sherman Way
Mi Pueblito Mexican Restaurant,91331-1926,+1 818-890-0300,5.0,,1,12824 Van Nuys Blvd
Tacos Clarita,90032-1617,+1 323-223-3844,5.0,,1,5024 Huntington Dr S
Carnitas Los 3 Puerquitos,90011,3233693111,5.0,,1,981 E. Vernon ave.
Ruben's Tacos,90038-3713,+1 310-343-9200,5.0,,1,727 Vine St
Dos Burritos,90027-5307,+1 323-644-0416,5.0,,1,4734 Hollywood Blvd
Carnitas Michoacanas,91405-4143,+1 818-909-7033,5.0,,1,14064 Vanowen St
El Taco Libre,90291-4328,+1 310-431-6790,5.0,,1,41 29th Ave
Pizza Mayven,90036-2912,+1 323-857-0353,5.0,$$ - $$$,3,140 N La Brea Ave
Chile Verde,90045-1906,+1 310-641-1510,5.0,,1,6913 La Tijera Blvd
Albita's Grill,,+1 323-373-9670,5.0,,1,2851 Crenshaw Blvd
Juanito's,90063-3319,+1 323-268-2365,5.0,$$ - $$$,1,4214 Floral Dr
MIS Amigos,91402-3607,+1 818-893-0368,5.0,,1,8333 Van Nuys Blvd
Papa Juan's Fish Tacos,91342-5316,+1 818-518-7591,5.0,,1,12801 Foothill Blvd
Coronado's Mexican Restaurant and Bar,90013-2004,+1 213-489-0138,5.0,,3,212 W 5th St
Freebirds World Burrito,90007-3840,+1 213-746-1212,5.0,,3,3335 S Figueroa St
Kiko's Ricos Tacos,90039-1119,+1 323-828-4680,5.0,,1,4117 Sequoia St
Jugo's Azteca,90042-1743,+1 323-254-4555,5.0,,3,5213 York Blvd
Maria's Ramada,90029-1208,+1 323-660-4436,5.0,,3,1064 North Kingsley Drive
las molenderas,90023-1446,+1 323-269-2812,5.0,,1,2635 Whittier Blvd
Maria's Tortillas,90045-4416,+1 310-670-2645,5.0,,2,5606 W Manchester Ave
El Jacalito,91605,+1 818-503-5473,5.0,,1,7355 Lankershim Blvd.
Taqueria Jalisco,90016-1515,+1 323-932-0274,5.0,,1,4755 W Washington Blvd
Tacos Los Carnales,90011-3527,+1 323-846-1135,5.0,,1,4370 S Central Ave
Burrito Place,90032-1362,+1 323-505-7546,5.0,,1,5587 Huntington Dr N
Flooky's,91367-2610,+1 818-340-7797,5.0,$,2,21034 Victory Blvd
El Huarache Veloz,91331,+1 818-834-9775,5.0,,1,11661 Glenoaks Boulevard
Cilantro Lime,90015,+1 213-628-3517,5.0,$,1,934 S. Los Angeles St
Las Lomas Restaurant,91342-3550,+1 818-367-2311,5.0,,2,15677 Roxford St
El Rinconcito Salvadoreno,90020,+1 213-388-9273,5.0,,1,4010 West 3rd Street
Alta California Fonda,90019-4035,+1 323-591-1095,5.0,,1,5303 W Pico Blvd
Bronco Burrito,91356-2916,+1 818-343-6149,5.0,,1,19511 Ventura Blvd
Del Solar Fish Tacos,,,5.0,,1,Balboa & Parthenia St
Tacos Tu Madre,90027,,5.0,,1,1824 N Vermont Ave
El Comal,90029-2339,+1 323-962-1706,5.0,,1,5465 Santa Monica Blvd
Camarena's Taco Shop,90744-4323,+1 310-742-7348,5.0,,2,516 1/2 W Anaheim St
El Rancherito,91335,+1 818-758-9775,5.0,,3,17734 Saticoy Street
Casa Carnitas,90004-3333,+1 323-667-9953,5.0,$$ - $$$,1,4067 Beverly Boulevard
Carnitas Michoacan,90031,+1 323-221-8600,5.0,$$ - $$$,4,1901 N Broadway
El Cancun Mexican Restaurant,91335-8136,+1 818-774-9468,5.0,,1,7228 Canby Ave
Westchester Sports Grill,90045,+1 310-670-2366,5.0,,1,5630 Manchester Blvd.
Taco Fiesta,,+1 323-223-5478,5.0,,2,4501 N Figueroa St
Alfredo's Mexican Food,90044-4932,+1 323-778-5301,5.0,,2,894 W Manchester Ave
Taqueria El Sol,90033,+1 323-261-4524,5.0,,1,1949 East 1st Street
Los Antojitos,90033,+1 323-264-4750,5.0,,1,2122 East 1st Street
The Beef Burrito Taqueria,91304-5019,+1 818-592-6719,5.0,,1,7801 Canoga Ave
Sergio's Taco,90022-4733,+1 323-726-2002,5.0,,1,6601 E Olympic Blvd
Tony's Deli and Mexican Food,91344-2753,+1 818-366-6969,5.0,,2,11856 Balboa Blvd
Taco Chabelita,90018-1540,+1 323-734-0211,5.0,,1,2001 S Western Ave
Picka Rico,91401-1944,+1 818-849-5488,5.0,,1,14308 Victory Blvd
Taqueria Sanchez,90066-6249,+1 310-822-8880,5.0,,2,4541 S Centinela Ave
Karlo's & Koke's Fresh Mexican Grill,91303-2622,+1 818-887-7159,5.0,,1,6551 Topanga Canyon Blvd
Fast Taco,91311-4512,+1 818-700-9491,5.0,,3,20865 Lassen St
Acapulco Mexican Delicatessen,90022-3013,+1 323-266-0267,5.0,,1,929 S Kern Ave
Casita Taco De Carbon,91601-3772,+1 818-508-8118,4.5,,5,11300 Magnolia Blvd Ste 1
Tacos Reyes,91304-4835,+1 818-932-7926,4.5,,8,21929 Saticoy St
La Estrella Taco Truck,90042,,5.0,$,5,York and Ave 54
Tortilla Grill,90291-3739,+1 310-581-9953,4.5,,3,1357 Abbot Kinney Blvd
Pepe's Tacos,90066-6271,+1 310-391-8667,4.0,,6,4582 S Centinela Ave
Tacos Baja Ensenada,90022-4033,+1 323-887-1980,4.5,,9,5385 Whittier Blvd
Myke's Cafe,91331-2560,+1 818-890-4815,4.5,$$ - $$$,8,13171 Van Nuys Blvd
Acapulco Mexican Restaurant Y Cantina,90731,+1 310-548-6800,3.5,$$ - $$$,66,750 Sampson Way
Kay 'n Dave's Cantina,90272,+1 310-459-8118,4.0,$$ - $$$,21,15246 Sunset Blvd.
Pinche Tacos,90034,+1 213-281-5471,4.5,$,15,203 N Larchmont Blvd
Acapulco Mexican Restaurant,,,4.5,,8,8431 Sunland Blvd.
Taco Love,90046-3307,+1 323-650-8226,4.0,$,12,7980 W Sunset Blvd
El Torito,91324-3520,+1 818-349-1607,3.5,$$ - $$$,23,8855 Tampa Ave
Tortas Mexico,91042-2723,+1 818-249-5163,4.5,,5,6231 Foothill Blvd
Fernando's Taco Inn,90015-1325,+1 213-489-7615,4.0,$,16,815 W Olympic Blvd
The Gold Room,90026-3332,+1 213-482-5259,4.5,$$ - $$$,5,1558 W Sunset Blvd
Gorditas Durango,91402-4149,+1 818-894-2100,4.5,,3,14650 Roscoe Blvd
Hugo's Tacos,91607,+1 818-762-7771,3.5,$,35,4749 Coldwater Canyon
El Chavo,90027-6017,+1 323-664-0871,4.0,$$ - $$$,21,4441 W Sunset Blvd
Taqueria Vista Hermosa,90007,+1 213-741-1251,4.5,,3,3655 S. Grand Ave. #C5
Taco Delta,90026-1530,+1 323-664-2848,5.0,$$ - $$$,8,3806 W Sunset Blvd
Taco Express,90045-5004,+1 310-649-1513,4.5,$,6,9200 Aviation Blvd
Cilantro Fresh Mexican Grill,90045,+1 310-338-9912,4.0,,6,6308 W 89th St
Big Daddy's,90291-3605,+1 310-396-4146,4.0,$,21,1425 Ocean Front Walk
Monte Alban,90025,+1 310-444-7736,4.5,$$ - $$$,27,11927 Santa Monica Blvd
Henry's Tacos,91604-2752,+1 818-769-0343,5.0,,4,4389 Tujunga Ave
Tony's Mexican Grills,91423-1662,+1 818-769-5754,4.5,,7,12910 Magnolia Blvd Ste F
Daniels Tacos,91352-4476,+1 818-759-0721,4.5,,3,7956 Vineland Ave
Leonor's Mexican Vegetarian Restaurant,91604-1270,+1 818-762-0660,4.5,$$ - $$$,8,12445 Moorpark St Ste C
Danny's Tacos,90015-1447,+1 323-529-7486,4.5,,5,1000 S Grand Ave
El Pescador Restaurant,90065-1216,+1 323-223-8866,4.5,,4,2910 Division St
El Chato Taco Truck,,,4.5,,4,Olympic Blvd and La Brea Blvd
Poco's Mexican Restaurant,91303-1743,+1 818-340-6546,4.5,$$ - $$$,4,20917 Sherman Way
Armon's Restaurant,90041-1924,+1 323-478-1440,4.0,$,8,5056 Eagle Rock Blvd
Sandra's & Lolita's Tamales,90022-4032,+1 323-722-2961,4.5,,5,5390 Whittier Blvd
Nacho's Restaurant,91344-7405,+1 818-368-8182,3.0,,2,16835 Devonshire St
Rincon Taurino,91402,+1 818-892-7444,4.5,,4,8708 Van Nuys Blvd
Los Burritos Mexican Food,91042-2728,+1 818-353-0834,4.0,,6,6583 Foothill Blvd
Ciro's Restaurant,90033-2618,+1 323-269-5104,4.0,$,8,705 N Evergreen Ave
Acapulco Sun Valley,91352-3437,+1 818-767-4240,4.5,,5,8431 Sunland Blvd
Cemitas Poblanas Elvirita,90063-2807,+1 323-881-0428,4.5,,2,3010 E 1st St
Marielas Taco,90026,+1 213-413-0484,4.5,$,3,2501 W Sunset Blvd Ste F
Sharky's Mexican Grill,91356,+1 818-881-8760,4.0,,6,5511 Reseda Boulevard
Loteria,91604,+1 818-508-5300,4.0,,21,Laurel Canyon and Ventura Blvd.
Puerto Nuevo Restaurant,90043-2717,+1 323-299-6055,4.5,,2,4445 W Slauson Ave
Tamale Man,90032-1932,+1 323-221-5954,5.0,,4,3320 N Eastern Ave
Mission Burrito,91303-2709,+1 818-348-0173,4.5,,3,21425 Vanowen St
Tamales Liliana,90022-1207,+1 323-780-0989,4.5,,3,4629 E Cesar E Chavez Ave
Joselito's,91042,+1 818-951-2275,4.0,,22,Foothill Blvd.
Casa Torres,,+1 818-365-9695,4.0,$$ - $$$,7,14117 Hubbard St
Burrito King Sunset,90026-3124,+1 213-484-9859,4.5,,7,2109 W Sunset Blvd
El Huarache Azteca,90042-1743,+1 323-478-9572,4.5,,6,5225 York Blvd
Los Burritos,90026-3318,+1 213-977-9102,4.5,,3,1312 Echo Park Ave
Picante Latin Fusion,90015-1814,+1 213-765-0201,4.5,$,2,324 E Olympic Blvd
Taco Plus,90025-2603,+1 310-207-0793,3.5,,6,1525 S Bundy Dr
Don Chuy's Restaurant,90230,+1 310-398-9606,4.5,,8,11707 Washington Pl
Chili's Grill & Bar,91324-3136,+1 818-886-2191,4.0,$$ - $$$,16,9200 Reseda Blvd
Costa Alegre Restaurant,90026-3228,+1 213-484-6121,4.0,,4,1901 West Sunset Boulevard
Leonor's Vegetarian Restaurant,91606,+1 818-980-9011,4.5,,8,11403 Victory Boulevard
Cowboys & Turbans,90036,+1 323-936-7070,4.0,,12,5515 Wilshire Blvd.
The Flyin' Jalapeno,90291-4102,+1 310-392-8900,4.5,$,10,83 Windward Ave
Mi Casita Mexicana Restaurant,91040,+1 818-352-5250,4.5,,3,8069 Foothill Bivd
Senor Sol,91324,+1 818-341-3024,4.5,,8,9233 Reseda Boulevard
Big Tomy's,90064-1730,+1 310-479-0601,4.0,,11,11289 W Pico Blvd
Casa De Tacos,91303-3333,+1 818-888-8750,4.5,,2,7300 Topanga Canyon Blvd
Tacomiendo,90064-3008,+1 310-481-0804,4.5,,6,11462 Gateway Blvd
Tortas Mexico Restaurant,91604-3546,+1 818-760-2571,4.5,,4,11040 Ventura Blvd
LA Fuente Restaurant,90042-3325,+1 323-258-6109,4.5,,5,5530 Monte Vista St
El Flamin' Taco,90020-1940,+1 213-718-1790,4.5,,5,505 S Vermont Ave
The World Famous Spitting Chicken Cantina,91403-3617,+1 818-377-6777,4.5,,3,14633 Ventura Blvd
Maya Mexican Restaurant,90744-5803,+1 310-830-6660,4.5,,4,401 N Avalon Blvd
El Arco Iris,90042-2551,+1 323-254-3401,4.0,$$ - $$$,15,5684 York Blvd
Wahoo's Fish Taco,90025-6603,+1 310-445-5990,4.5,$$ - $$$,3,11911 Wilshire Blvd
El Rinconcito Del Mar,90033,+1 323-269-8723,4.0,,3,2908 East 1st Street
Plancha,,,4.5,$,6,8250 W 3rd St
Baja Fish,,+1 310-521-1931,4.0,,8,611 S. Gaffey St.
Que Ricos Mexican Grill,91606-2924,+1 818-985-8014,4.0,,3,12940 Victory Blvd
Campos Tacos,90066-5181,+1 310-301-1666,4.0,,2,13322 W Washington Blvd
Chano's Drive Inn,90007-3711,+1 213-747-3944,4.0,$,11,3000 S Figueroa St
Don Rogelio's Restaurant,,,4.5,,5,10618 Inglewood Ave
Sabroso,91306,+1 818-346-4700,3.5,,5,19714 Vanowen Street
El Queso Grande,91344-7401,+1 818-368-9551,4.0,$$ - $$$,11,10152 Balboa Blvd
Taco's Jalisco,90731-3204,+1 310-521-8258,4.5,,2,740 S Pacific Ave
Pepe's Taco,90304,+1 310-671-7901,4.5,,2,10023 S Inglewood Ave
Dino's Chicken and Burgers,90006-4011,+1 213-380-3554,4.0,$$ - $$$,12,2575 W Pico Blvd
Ensenada Restaurant & Bar,90013,+1 213-489-2950,4.5,,2,517 S Spring Street
LA Fuente,90041-1164,+1 323-258-4303,4.0,,14,2256 Colorado Blvd
Brite Spot Mexican Restaurant,90731-2629,+1 310-833-2599,4.5,,2,615 S Pacific Ave
Senor Fish,90041-2620,+1 323-257-7167,4.0,$$ - $$$,27,4803 Eagle Rock Blvd
El Indio Mexicano Restaurant,91325-4014,+1 818-705-9259,4.5,,3,17019 Roscoe Blvd
El Gran Burrito,90029-2616,+1 323-665-8720,4.0,$,19,4716 Santa Monica Blvd
Baja Bud's,90064-3902,+1 310-478-6060,4.0,$$ - $$$,12,11205 National Blvd
Campo's Tacos,90034-2401,+1 310-202-7308,4.5,,2,2639 South Robertson Boulevard
El Mariachi Loco,91042-2716,+1 818-353-9910,4.5,$$ - $$$,2,7147 Foothill Blvd
Tacos Manzano,91601,+1 818-623-9599,4.5,,2,11160 Burbank Blvd
Hollywood Cantina,,+1 800-864-8377,3.5,$$ - $$$,13,100 Universal City Plaza
Frida Tacos,90064-2130,+1 310-475-9666,3.5,$,6,10800 W Pico Blvd
Wahoo's Tacos and More,91364-2629,+1 818-710-1410,4.0,,3,19960 Ventura Blvd
La Sirena Restaurant,90023-3315,+1 323-266-0278,4.0,,5,4226 East Olympic Boulevard
Pizza World,90036-3124,+1 323-653-2896,4.0,,5,365 S Fairfax Ave
my taco,90042,+1 323-256-2698,3.5,,6,6300 York Blvd
Taco House,90013-1109,+1 213-625-2700,4.0,,6,340 S Hill St
Antonio's,90046-7524,+1 323-658-9060,4.0,$$ - $$$,21,7470 Melrose Ave
Cocina Condesa,91604-2613,+1 818-579-4264,3.5,$$ - $$$,22,11616 Ventura Blvd
La Cabana Restaurant Fourth Street,90033-4432,+1 323-261-0703,4.5,,3,2931 East 4th Street
Del Taco,90710-2931,+1 310-257-6861,4.0,,5,1229 Pacific Coast Hwy
Viva Fresh Mexican Grill,90045-1524,+1 310-337-1002,3.5,,7,6515 S Sepulveda Blvd
Taco Limon,90067-2701,+1 310-286-0464,4.0,,5,1925 Century Park E
La Salsa Pico,90064,+1 310-479-0919,4.5,,3,11075 W. Pico Blvd.
Taco's Company,90731-2435,+1 310-514-2808,4.0,,1,441 S Gaffey St
El Super Taco,90064-1704,+1 310-473-9692,4.0,,1,11300 W Pico Blvd
Gus' Tacos,90039-4019,+1 213-400-8775,4.0,,2,2320 Fletcher Dr
San Marcos Mexican Grill,91401-3732,+1 818-781-2368,4.0,,1,5937 Hazeltine Ave
Elsa's Bakery,90042-1716,+1 323-256-9455,4.0,,1,5102 York Blvd
El Gallito Restaurant,90023,+1 323-266-0667,4.0,$,1,3800 East Olympic Boulevard
Tommy Taco,90024-2806,+1 310-824-4114,4.0,,1,970 Gayley Ave
Burrito Factory,91040-1911,+1 818-951-9229,4.0,,1,8652 Foothill Blvd
Don Felix Restaurant,90066,3104391039,4.0,,1,3987 Sawtelle Blvd.
La Oaxaquena Taco Truck,90291,,4.0,,1,Lincoln Blvd & Rose St
Jerry's Mexican Grill,90014-2168,+1 213-624-8226,4.0,,1,716 S Los Angeles St
Chula's Mexican Grill,,,4.0,,2,4143 Lankershim Blvd
Sabores Oaxaquenos,90005-2470,+1 213-427-3508,4.0,,1,3337 1/2 W 8th St
Restoran Taqueria La Chspita,91606-3511,+1 818-505-1065,4.0,,1,6331 Lankershim Blvd
Las Cuatro Milpas,91331,+1 818-899-7641,4.0,,1,10707 Glenoaks Blvd
Anamarias Mexican Restaurant,91342-5048,+1 818-367-9225,4.0,,1,12641 San Fernando Rd
Priscilla's Mexican Food Taco Truck,91335,+1 818-388-5237,4.0,,1,Valerio Street
Gus's Lunch Box,90039-4019,+1 213-631-8250,4.0,,1,2320 Fletcher Dr
El Bronco Taqueria,90019-5163,+1 323-939-7026,4.0,,2,5427 Venice Blvd
La Bonita Restaurant,90029-1209,+1 323-665-1823,4.0,,1,5253 Santa Monica Boulevard
El Torito Cafe,90021-2129,+1 213-749-8084,4.0,,2,1462 Griffith Ave
El Siete Mares Antojitos,90022,+1 323-888-1227,4.0,,1,6307 Whittier Boulevard
El Charro,90001,+1 213-584-0053,4.0,,1,7508 Compton Avenue
Restaurante Morazan,91331,+1 818-830-2688,4.0,,1,8923 Woodman Avenue
Tacone Flavor Grill,90071-3115,+1 213-621-9972,4.0,,2,330 S Hope St
Cafe de Mexico,,,4.0,,2,12918 Riverside Drive
La Chispa De Oro Restaurant,90033-1845,+1 323-526-0793,4.0,,1,2217 East Cesar E Chavez Avenue
Marla's Cafe,90019-5826,+1 323-938-7031,4.0,,1,4645 Venice Boulevard
Carl's Jr.,90034-1610,+1 310-836-1032,4.0,,2,2310 S La Cienega Blvd
Original Chulada Grill,90019-2577,+1 323-954-7570,4.0,,4,5607 San Vicente Blvd
La compadre,,,4.0,,2,Sunset blvd
Mariscos Chents,90066,+1 310-390-9241,4.0,,4,4532 South Centinela
Fat Burrito,90022-1103,+1 323-266-3514,4.0,,1,4504 Floral Dr
Tacos El Compita,,,4.0,,3,4477 W Pico Blvd
Birrieria Tlaquepaque,90001-2523,+1 323-581-4327,4.0,,1,1753 East Florence Avenue
Lupitas Tamales Authentic Mexican Fast Food,90065-1433,+1 323-258-0667,4.0,,1,3027 N San Fernando Rd
Hola Cocina Mexicana,90048-4114,+1 310-289-1191,4.0,$$ - $$$,1,8510 W 3RD St
Casa Jimenez,90022-2433,+1 323-263-6407,4.0,,1,4555 Whittier Blvd
Tacos El Pastor,90029-2427,+1 323-644-9806,4.0,,1,5179 Santa Monica Blvd
Tacos Michocan,91345-1906,+1 818-894-4050,4.0,,1,15414 Chatsworth St
Fish Taco Express,90022,+1 323-264-8233,4.0,,1,5144 E Beverly Blvd
El Criollo Restaurant,91405,+1 818-785-8625,4.0,$$ - $$$,6,6622 Van Nuys Blvd
El Nopal,90034-4664,+1 310-559-4732,4.0,$$ - $$$,11,10426 National Blvd
Casa la Dona,90014-2002,+1 213-627-7441,4.0,$,5,800 S Main St
Fiesta Feast,90272-4102,+1 310-459-7380,4.0,,5,17336 W Sunset Blvd
Villa Sombrero,90042-3541,+1 323-256-9784,3.5,,4,6101 York Blvd
La Serenata Gourmet,90064-2112,+1 310-441-9667,4.0,$$ - $$$,14,10924 W Pico Blvd
El 7 Mares,90033-3105,+1 323-261-3743,4.0,,5,2729 E Cesar E Chavez Ave
Taco Spot,90041-1239,+1 323-256-7001,4.0,$,7,2006 Colorado Blvd
Presidente,91325-1007,+1 818-368-3658,3.5,$$ - $$$,10,18441 Devonshire St
La Taquiza USC,90007-3712,+1 213-741-9795,4.0,$,10,3009 South Figueroa Street
Margarita's Mexican Cafe,90043-1808,+1 323-294-8970,3.5,,3,5026 Crenshaw Blvd
Senor Fred,91423-3024,+1 818-789-3200,3.5,$$ - $$$,22,13730 Ventura Blvd
3 Dog Cantina,90028-6201,+1 323-465-1750,3.5,,11,1615 N Cahuenga Blvd
El Floridita,90038-1662,+1 323-871-8612,3.5,$$ - $$$,21,1253 Vine St
Hecho En Mexico,90032-1645,+1 323-226-0010,3.5,,2,4976 Huntington Dr S
Ceremony Bar,91604-2617,+1 818-985-9222,3.5,$$ - $$$,9,11814 Ventura Blvd
Cilantro,,+1 310-277-0721,4.0,,4,6379 W 89th St
Alegria on Sunset,90026-2106,+1 323-913-1422,4.0,$$ - $$$,47,3510 W Sunset Blvd
Mama's Hot Tamales,90057,+1 213-487-7474,4.0,$,7,2124 W 7th St
Pili's Tacos,90025-2707,+1 310-820-3109,3.5,,2,11924 Santa Monica Blvd
Taco's Locos,90006-5240,+1 323-734-6357,3.5,,3,2148 Venice Blvd
The Alley Dog,90015-2534,+1 213-745-5042,3.5,$,7,317 E 12th St
Pachanga Mexican Grill,90040-1584,+1 323-888-2002,4.0,$,5,150 Citadel Drive #G
Mexicali Cocina Cantina,,+1 818-985-1744,3.5,$$ - $$$,60,12161 Ventura Blvd
Natural Selection,90014-2004,+1 213-265-7470,3.5,$,3,646 S Main St
Rosa Mexicano - Sunset Boulevard,90069,+1 310-657-4991,3.5,$$ - $$$,29,8570 West Sunset Blvd
Jan's Restaurant,90048-3402,+1 323-651-2866,3.5,,39,8424 Beverly Blvd
Moles La Tia,90022-1207,+1 323-263-7842,4.0,,13,4619 E Cesar E Chavez Ave
Las Hadas Restaurant & Cantina,91325,+1 818-892-7271,3.5,$$ - $$$,8,9048 Balboa Blvd
Abuelita's Mexican Restaurant,90290,+1 310-455-8788,3.5,$$ - $$$,37,137 S Topanga Canyon Blvd
La Salsa - University of Southern California,90089,+1 213-740-5544,3.5,,2,830 W. 36th Pl.
Burrito Factory Restaurant,91311-2368,+1 818-709-3750,3.5,,3,21032 Devonshire St
Chico's,90042-3904,+1 323-254-2445,3.5,,3,100 North Avenue 50
The Mexican Village Restaurant,,+1 213-385-0479,3.5,$$ - $$$,7,3668 Beverly Boulevard
Tequila's Restaurant Bar & Grill,91401-1735,+1 818-989-4040,3.0,,9,13627 Victory Blvd
Diablo Urban Taco,,,3.5,,9,Sunet Blvd. and Westerly Terrace
Te'kila,91423-3603,+1 818-986-4623,3.0,,4,13817 Ventura Blvd
El Colmao,90006-4002,+1 213-386-6131,4.0,$$ - $$$,9,2328 W Pico Blvd
Taco Bravo,90015-2463,+1 213-749-0853,3.0,,1,1400 W Pico Blvd
Mariscos Puerto Plata and Mexican Food,91406-3735,+1 818-781-1672,3.0,,1,16623 Sherman Way
La Valentina Mexican Grill,90007-2226,+1 323-734-4071,3.0,,1,2719 S Vermont Ave
Taqueria Llamas,90015-1613,+1 213-741-2145,3.0,,1,1045 S Hill St
Viva La Vida Mariscos,91304-4343,+1 818-709-9867,3.0,,1,8219 De Soto Ave
Senor Taco,90001-2535,+1 323-582-4709,3.0,,1,1517 East Florence Avenue
Tomatillo Mexican Grill,90010-1901,+1 213-388-9636,3.0,,1,3435 Wilshire Blvd
La Salsa Fresh Mexican Grill,90071-3505,+1 213-623-6390,3.0,,3,601 West 5th Street #201
Jalisco's Restaurant,94513-1100,+1 925-240-6105,3.0,,1,8335 Brentwood Blvd Ste B
Alexandra's Mexican Food,90010-2309,+1 213-365-9420,3.0,,1,3500 Wilshire Blvd
Ha Ha Comedy Club,91602,+(1)818-508-4995,3.0,$$ - $$$,1,4712 Lankershim Boulevard
Yuca's On Hollywood,90027-5408,+1 323-661-0523,4.0,,8,4666 Hollywood Blvd
Lupe's Restaurant,91362,+1 805-495-3573,3.5,$$ - $$$,40,1710 East Thousand Oaks Boulevard
Chili's,91316-4008,+1 818-906-8469,3.5,,4,17240 Ventura Blvd
Tacoflame,90019,+1 310-709-0323,2.5,,2,5450 West Pico Blvd
El Rancho Restaurant,91403-2444,+1 818-995-6466,3.0,,4,15030 Ventura Blvd Ste 24
Casa Azul Cantina,90024,+1 310-209-0666,3.0,$$ - $$$,14,10853 Lindbrook Drive
Market Place Restaurant,90021-1621,+1 213-622-7285,3.5,,2,1102 Lawrence St
Lucy's Drive-In,90019-2916,+1 323-938-4337,3.0,,3,1373 S La Brea Ave
Ruben's Taco Truck,90025-2211,+1 310-343-9200,2.0,,2,11879 Santa Monica Blvd
Juquila Restaurant,90025-2907,+1 310-312-1079,2.5,,2,11619 Santa Monica Blvd
Colima Restaurant,90012-2813,+1 213-972-9537,4.0,,3,400 West Cesar East Chavez Avenue
La Indiana Tamales,90023-3215,+1 323-262-4682,2.5,,2,1142 South Indiana Street
Panaderia Y Restaurante MI Tierra,91335-7462,+1 818-342-5679,1.0,,1,7455 Reseda Blvd
Pancho's Bakery,90001-2523,+1 323-582-9109,-1,,-1,1759 E Florence Ave
La Canada Taqueria,90019-4710,+1 323-733-3401,-1,,-1,3131 W Pico Blvd
Rigos Taco 6,91605-6320,+1 818-508-7446,-1,,-1,11324 Vanowen St
Tacos El Capitan,90023-3132,+1 323-269-5835,-1,,-1,3750 E Olympic Blvd
El Big Taco,91405-1947,+1 818-786-9161,-1,,-1,7427 Van Nuys Blvd
Taqueria Ameca,90022-3213,+1 323-268-6636,-1,,-1,747 S Atlantic Blvd
Alberto's Mexican Food,91405-3941,+1 818-782-0440,-1,,-1,14525 1/2 Vanowen St
Balvina's Mexican Food,90003-3105,+1 323-973-8992,-1,,-1,447 E 84th Pl
T 2 Tacos,90045-3508,+1 310-670-8226,-1,,-1,7101 W Manchester Ave
Teques Mexican Food,91402-3586,+1 818-672-2675,-1,,-1,8401 Van Nuys Blvd
Campos Famous Burritos & Tacos,90019-6448,+1 323-734-8701,-1,,-1,2300 Venice Blvd
