ID,shop name,postal code,phone number,star,price,number of reviews,street address
2385,massis kabob - the original kabobery,90067,3105564400,-1,$$,147,10250 santa monica blvd fc 11
2386,kula revolving sushi bar,90012,2132909631,-1,$,771,333 e 2nd st
2387,saffron,90071,2134889754,-1,$,160,505 s flower st
2388,blu elefant cafe,90018,3236410466,-1,$,252,2024 w washington blvd
2389,brunchdtla,90014,2132657731,-1,$,46,718 s los angeles st
2390,the pot thai cafe,90041,3233441845,-1,$,94,2242 fair park ave
2391,island pacific supermarket,90004,3236711020,-1,$,16,627 n vermont ave
2392,murakami sushi,90046,3236921450,-1,$$,345,7160 melrose ave
2393,bbq chicken,90024,3104430898,-1,$,204,10970 le conte ave
2394,heung rae gak,90020,2133830178,-1,$$,107,357 s western ave
2395,ubatuba acai,90020,2133888958,-1,$,390,549 s western ave
2396,taylor's steakhouse,90005,2133828449,-1,$$$,768,3361 w 8th st
2397,dodger stadium all-you-can-eat right field pavilion,90012,3232241365,-1,$$,106,1000 elysian park ave
2398,powerplant superfood cafe,90019,3239652233,-1,$$,272,5671 w pico blvd
2399,mr coffee,90020,2133828911,-1,$$,417,537 s western ave
2400,buffalo wild wings,90008,3235964955,-1,$$,356,3939 e crenshaw blvd
2401,highland park din din a go go,90065,,-1,$,18,6312 n figueroa st
2402,misasa,90066,3103130085,-1,$,145,3760 centinela ave
2403,dream korean bbq,90004,2133887668,-1,$$,267,100 s western blvd
2404,ayce gogi,91405,8184653050,-1,$$,478,7128 van nuys blvd
2405,della terra,90036,3239337675,-1,$$,398,7675 beverly blvd
2406,sushi house,90064,3104791507,-1,$$,211,12013 w pico blvd
2407,the sycamore kitchen,90036,,-1,$$,674,143 s la brea ave
2408,cafe nandarang,90020,2133888513,-1,$$,303,3815 w 6th st
2409,house of the chigae,90005,2133888681,-1,$$,106,3077 w 8th st
2410,sage organic vegan bistro,90026,2139891718,-1,$$,1300,1700 sunset blvd
2411,awash restaurant,90035,3239393233,-1,$$,312,5990 1/2 w pico blvd
2412,daichan,91604,8189808450,-1,$$,705,11288 ventura blvd
2413,gusto,90048,3237821778,-1,$$$,328,8432 w 3rd st
2414,l & e oyster bar,90026,3236602255,-1,$$$,450,1637 silver lake blvd
2415,vegas seafood buffet,90028,3234624300,-1,$$,508,7021 hollywood blvd
2416,hwal uh kwang jang,90005,2133866688,-1,$$,113,730 s western ave
2417,the boiling crab,90024,3102084888,-1,$$,470,10875 kinross ave
2418,factor's famous deli,90035,3102789175,-1,$$,387,9420 w pico blvd
2419,gentleman's butcher shop and delicatessen,90034,3108378401,-1,$$,332,10002 national blvd
2420,mizu 212,90025,3104788979,-1,$$$,486,2000 sawtelle blvd
2421,lobsta truck,90012,3239991797,-1,$$,722,
2422,manila sunset,90029,3236651010,-1,$,100,1016 n vermont ave
2423,shin beijing,90006,2133813003,-1,$$,163,3101 w olympic blvd
2424,el baron de centro-america pupuseria,90019,3239541384,-1,$$,83,4212 w pico blvd
2425,jitlada,90027,3236679809,-1,$$,1529,5233 w sunset blvd
2426,tokyo beat,90012,2136255708,-1,$$,118,319 e 2nd st
2427,mitaki,90017,2134824812,-1,$,79,1234 wilshire blvd
2428,bang na thai fusion,90012,3236986569,-1,$$,115,637 n spring st
2429,fukurou ramen,90027,3237199011,-1,$,291,5103 hollywood blvd
2430,oriental house restaurant,90034,3102046888,-1,$,45,2302 s la cienega blvd
2431,samurai sushi & teriyaki,90023,3235261717,-1,$$,38,1260 s soto st
2432,zinc cafe & market,90013,3238255381,-1,$$,895,580 mateo st
2433,hunan tasty - temp. closed,90036,3239365621,-1,$$,151,6031 san vicente blvd
2434,la brea ramen bar,90036,3235499486,-1,$$,150,850 s la brea ave
2435,my ramen bar,90012,2136139888,-1,$$,438,321 1/4 e 1st st
2436,maruya,90012,2136139988,-1,$$,423,104 japanese village plaza mall
2437,o'woks,90035,3102461326,-1,$$,57,8657 w pico blvd
2438,kiriko,90064,3104787769,-1,$$$,395,11301 w olympic blvd
2439,dante fried chicken,90013,,-1,$,24,
2440,fogo de chão brazilian steakhouse,90017,2132284300,-1,$$$,422,800 s figueroa st
2441,ar cucina,90232,3105588800,-1,$$$,16,9531 culver blvd
2442,the good pizza,90045,3102151883,-1,$$,306,7929 emerson ave
2443,trattoria bella roma,90035,3102777662,-1,$$,333,1509 s robertson blvd
2444,the good pizza,90293,3108270500,-1,$$,341,8115 w manchester ave
2445,house of meatballs,90024,3102085117,-1,$$,232,1076 gayley ave
2446,old sicily pizza,91605,8187710303,-1,$,246,12061 strathern st
2447,speranza,90027,3236441918,-1,$$,442,2547 hyperion ave
2448,la vue,90010,2132510099,-1,$$$,68,3855 wilshire blvd
2449,pizza moon,90018,2132046400,-1,$$,66,2619 s western ave
2450,reno's pizzeria & restaurant,91505,8188438550,-1,$$,228,4006 riverside dr
2451,vernetti,90004,3237985886,-1,$$,126,225 n larchmont blvd
2452,vinoteca farfalla,90027,3236618070,-1,$$,377,1968 hillhurst ave
2453,rocco's neighborhood pizza,90048,3236550058,-1,$,364,6335 wilshire blvd
2454,frankie's,90046,3239372801,-1,$$,251,7228 melrose ave
2455,trattoria no 25,90058,3235871494,-1,$$,173,2501 santa fe ave
2456,midici the neapolitan pizza company,91403,8187882178,-1,$$,1157,14612 ventura blvd
2457,johnnie's ny pizzeria,91203,8185461091,-1,$,140,138 n brand blvd
2458,the factory kitchen,90013,2139966000,-1,$$$,799,1300 factory pl
2459,casa nostra ristorante & bar,90015,2133623311,-1,$$,454,825 w 9th st
2460,the sit-down,90027,3236449760,-1,$$,74,4518 hollywood blvd
2461,ciabatta bar,90028,3235001121,-1,$$,40,6464 w sunset blvd
2462,compari's,90045,3106708122,-1,$$,163,5490 w centinela ave
2463,pomodoro trattoria,90024,3104459998,-1,$$,656,1393 westwood blvd
2464,maximiliano,90042,3237396125,-1,$$,710,5930 york blvd
2465,folliero's italian food and pizza,90042,3232540505,-1,$,628,5566 n figueroa st
2466,palermo italian restaurant,90027,3236631430,-1,$$,1147,1858 n vermont ave
2467,officine brera,90021,2135538006,-1,$$$,210,1331 e 6th st
2468,pastina,90064,3104414655,-1,$$,162,2260 westwood blvd
2469,pace,90046,3236548583,-1,$$$,665,2100 laurel canyon blvd
2470,ca' brea,90010,3239382863,-1,$$,101,3900 wilshire blvd
2471,rocco's italian market and deli,90027,3234030900,-1,$$,154,1761 n vermont ave
2472,maggiano's little italy,90036,3239659665,-1,$$,1226,189 the grove dr
2473,sorrento italian market,90230,3103917654,-1,$,314,5518 sepulveda blvd
2474,ameci pizza & pasta - glendale,91205,8182479944,-1,$,78,728 s glendale ave
2475,drago centro,90071,2132288998,-1,$$$,1308,525 s flower st
2476,pizzeria il fico,90048,3102713426,-1,$$,288,310 s robertson blvd
2477,sprazzo cucina italiana,90024,3104793337,-1,$$,172,1389 westwood blvd
2478,amalfi ristorante & bar,90036,3239382504,-1,$$,367,143 n la brea ave
2479,miceli's,90068,3238513344,-1,$$,569,3655 cahuenga blvd w
2480,bella trattoria 25,90023,3232675706,-1,$$,21,3207 e pico blvd
2481,caffe' italia,91401,8184653690,-1,$$,56,14056 burbank blvd.
2482,terroni downtown,90015,2132217234,-1,$$,589,802 s spring st
2483,the pizza press,90046,3234985287,-1,$,161,7100 santa monica blvd
2484,la dolce vita,90210,4242789863,-1,$$$,221,9785 santa monica blvd
2485,reds,90405,3103108181,-1,$$,196,707 pico blvd
2486,pagliacci's trattoria taverna,91604,8185064111,-1,$$,191,4366 coldwater canyon ave
2487,affair with my plate,90025,3104799500,-1,$$,128,11819 wilshire blvd
2488,louise's trattoria,90004,3239629510,-1,$$,186,232 n larchmont blvd
2489,delancey,90028,3234692100,-1,$$,419,5936 w sunset blvd
2490,sotto,90035,3102770210,-1,$$$,582,9575 w pico blvd
2491,coliseo pizzeria,90016,3232949999,-1,$,64,3745 la brea ave
2492,pistola,90048,3239519800,-1,$$$,276,8022 w 3rd st
2493,cantalini's express,90066,3105729157,-1,$$,140,11736 washington pl
2494,la bruschetta ristorante,90024,3104771052,-1,$$$,182,1621 westwood blvd
2495,vivoli cafe & trattoria,90046,3236565050,-1,$$,512,7994 sunset blvd
2496,il piccolo verde,90049,3104724939,-1,$$,133,140 s barrington pl
2497,pizza buona,90026,2134130800,-1,$$,347,922 n alvarado st
2498,village pizzeria,90004,3234655566,-1,$,1131,131 n larchmont blvd
2499,the doughroom,90034,4242586194,-1,$$,361,3409 overland ave
2500,el morfi grill,91203,8185474420,-1,$$,262,241 n brand blvd
2501,barbyla's secret dinner,90028,4246538706,-1,$$$,8,
2502,panini cafe - downtown,90015,2134894200,-1,$$,829,600 w 9th st
2503,miceli's italian - hollywood,90028,3234663438,-1,$$,666,1646 n las palmas ave
2504,pizzicotto,90049,3104427188,-1,$$,413,11758 san vicente blvd
2505,raffallo's pizza,90029,3236608506,-1,$$,94,4708 fountain ave
2506,pellicola pizzeria,90014,2136148000,-1,$,371,421 w 8th st
2507,the capri italian,90041,3232573225,-1,$$,397,4604 eagle rock blvd
2508,enzo & angela,90025,3104773880,-1,$$,256,11701 wilshire blvd
2509,casa bianca pizza pie,90041,3232569617,-1,$$,1088,1650 colorado blvd
2510,italy's little kitchen,90045,3106451220,-1,$$,294,8516 lincoln blvd
2511,il segreto ristorante belair,90077,3104748644,-1,$$$,57,2932 beverly glen cir
2512,hollywood pies,90035,3233373212,-1,$$,683,6116 1/2 w pico blvd
2513,mauro's cafe,90046,3236532874,-1,$$,133,8112 melrose ave
2514,alimento,90026,3239282888,-1,$$$,265,1710 silver lake blvd
2515,skylight gardens,90024,3108241818,-1,$$,366,1139 glendon ave
2516,vincenti ristorante,90049,3102070127,-1,$$$,142,11930 san vicente blvd
2517,pasta roma,90007,2137420303,-1,$,296,2827 s figueroa st
2518,pecorino restaurant,90049,3105713800,-1,$$$,170,11604 san vicente blvd
2519,california fresh,90025,3102340333,-1,$,241,2000 westwood blvd
2520,fabrocini's beverly glen,90077,3104757404,-1,$$,139,2960 n beverly glen cir
2521,toscana,90049,3108202448,-1,$$$,218,11633 san vicente blvd
2522,divino,90049,3104720886,-1,$$$,121,11714 barrington ct
2523,palmeri ristorante,90049,3104428446,-1,$$$,186,11650 san vicente blvd
2524,al gelato,90035,3106598069,-1,$$,588,806 s robertson blvd
2525,tanino,90024,3102080444,-1,$$$,152,1043 westwood blvd
2526,el caserio,90026,2132738945,-1,$$,502,401 silver lake blvd
2527,louise's trattoria,90064,3104756084,-1,$$,179,10645 w pico blvd
2528,vito's pizza,90069,3106526859,-1,$$,874,846 n la cienega blvd
2529,vespaio,90012,2132217244,-1,$$,231,225 s grand ave
2530,lucia's cafe,90024,3104430123,-1,$,131,10974 le conte ave
2531,viztango cafe,90007,2137458050,-1,$,256,3017 s figueroa st
2532,cuore dell amante,90015,2134884999,-1,$$,197,123 e 9th st
2533,il tramezzino,90077,3102068949,-1,$,73,110 westwood plz
2534,pitfire artisan pizza,90046,3235446240,-1,$$,314,801 n fairfax ave
2535,5 line tavern,90041,3232383838,-1,$$,266,2136 colorado blvd
2536,maria's italian kitchen,90064,3104413663,-1,$$,280,10761 pico blvd
2537,guido's,90025,4242858620,-1,$$,311,11980 santa monica blvd
2538,the good karma cafe,90089,2135319616,-1,$,37,817 w 34th st
2539,toscanova,90067,3105510499,-1,$$,305,10250 santa monica blvd
2540,bar toscana,90049,3108260028,-1,$$$,99,11633 san vicente blvd
2541,rainbow bar & grill,90069,3102784232,-1,$$,657,9015 w sunset blvd
2542,charlie's trio,90032,3232233871,-1,$$,287,5769 huntington dr n
2543,la piazza,90036,3239335050,-1,$$,546,189 the grove dr
2544,trattoria natalie,90035,3102461826,-1,$$$,87,8681 w pico blvd
2545,king of new york pizzeria,90020,2132520082,-1,$,429,301 s western ave
2546,il piccolo ritrovo,90272,3104542243,-1,$$,65,15415 w sunset blvd
2547,panini cafe,90024,3104432100,-1,$$,441,10861 lindbrook dr
2548,800 degrees neapolitan pizzeria,90024,3104431911,-1,$$,2112,10889 lindbrook dr
2549,la scala presto,90049,3108266100,-1,$$,178,11740 san vicente blvd
2550,sor tino restaurant,90049,3104428466,-1,$$$,147,908 s barrington ave
2551,spice cafe,90068,3238760497,-1,$$,57,2011 n highland ave
2552,the spoon,90005,2136340026,-1,$$,38,621 s western ave
2553,il moro restaurant,90064,3105753530,-1,$$$,236,11400 w olympic blvd
2554,knead & co pasta bar+market,90013,2132237592,-1,$$,109,317 s broadway
2555,mealano,90025,4247449458,-1,$$,10,11870 santa monica blvd
2556,berri's cafe,90048,3238520642,-1,$$,551,8412 w 3rd st
2557,nonna's kitchenette,90025,9737979781,-1,,13,
2558,culina,90048,3108604000,-1,$$$,338,300 s doheny dr
2559,pitfire artisan pizza,90012,2138081200,-1,$$,617,108 w 2nd st
2560,that pizza place,90025,3104753888,-1,$,273,2180 westwood blvd
2561,obicà mozzarella bar pizza e cucina,90067,3105562452,-1,$$,375,10250 santa monica blvd
2562,louigi's italian kitchen,90025,3104774500,-1,$$,137,1644 sawtelle blvd
2563,il balcone,90015,2137458021,-1,$,3,1001 maple ave
2564,z pastabar,90064,3102340097,-1,$$,18,10800 w pico blvd
2565,manny's pizzeria,90049,3104434430,-1,$$,129,651 n sepulveda blvd
2566,larocco's pizzeria,90045,3106420029,-1,$,112,8806 s sepulveda blvd
2567,pizzeria vivoli,90046,8555848654,-1,$$,3,7996 sunset blvd
2568,johnnie's new york pizza,90036,3239044880,-1,$$,222,5757 wilshire blvd
2569,pitfire artisan pizza,90025,3104819860,-1,$$,612,2018 westwood blvd
2570,9th street pizza,90015,2136277798,-1,$,62,227 e 9th st
2571,melrose cafe,90038,3234610077,-1,$$,104,5003 melrose ave
2572,carrera cafe,90046,3238523337,-1,$,19,8251 melrose ave
2573,big mama's and papa's pizza,90041,3232558500,-1,$$,187,2136 colorado blvd
2574,fratelli's pizza,90020,2133821005,-1,$,104,3557 w 3rd st
2575,king cole pizza,90023,3232684145,-1,$$,141,612 s lorena st
2576,kettle black,90026,3236413705,-1,$$,69,3705 w sunset blvd
2577,pazzo pizzeria,90064,3104733832,-1,$,132,11104 w olympic blvd
2578,smeraldi's restaurant,90071,2136121562,-1,$$,83,506 s grand ave
2579,hoboken,90064,3104741109,-1,$$,52,2323 westwood blvd
2580,mr. c restaurant,90035,3102266245,-1,$$$,135,1224 beverwil dr
2581,italian express,90024,3102085572,-1,$,183,10845 lindbrook dr
2582,giamela's submarine sandwiches,90039,3236619444,-1,$,326,3178 los feliz blvd
2583,pamore pizza,90018,3237668868,-1,$,96,2190 w washington blvd
2584,jino's pars,90045,3106456666,-1,$$,303,5844 w manchester ave
2585,tommy lasorda's trattoria,90012,,-1,$$,12,"836,834 solano ave"
2586,greenwich village cafe,90058,3235822500,-1,$$,32,3809 s soto st
2587,espressamente illy,90015,2132163390,-1,$,47,900 w olympic blvd
2588,brunello trattoria,90232,3102803856,-1,$$,470,6001 washington blvd
2589,tumby's pizza,90047,3237896409,-1,$,71,8326 s western ave
2590,mozza 2 go,90038,3232971130,-1,$$,239,6610 melrose ave
2591,stefano's - two guys from italy,90028,3234630715,-1,$,179,6705 hollywood blvd
2592,da pasquale restaurant,90210,3108593884,-1,$$,525,9749 s santa monica blvd
2593,centanni trattoria,91502,8185614643,-1,$$,165,117 n victory blvd
2594,spumante restaurant,91601,8185087716,-1,$$,366,11049 magnolia blvd
2595,little trattoria 25,90255,3235831449,-1,$$,84,5415 pacific blvd
2596,ant,90015,3104608178,-1,$$$$,4,107 w 9th st
2597,tumby's pizza,90018,3237350534,-1,$,55,3567 s western ave
2598,two boots downtown la,90014,2136232100,-1,$,226,828 s broadway
2599,caffe primo,90017,2138955012,-1,$$,379,612 s flower st
2600,prosecco trattoria,91602,8185050930,-1,$$,305,10144 riverside dr
2601,maddalena restaurant,90031,3232231401,-1,$$,29,737 lamar st
2602,north end pizza,90064,3104817103,-1,$$,125,11907 w olympic blvd
2603,pamore pizza,90016,3239368887,-1,$,71,3340 s la cienega blvd
2604,ii fornaio,91367,8182971700,-1,$$,263,6320 topanga canyon blvd.
2605,c & o trattoria,90292,3108239491,-1,$$,2445,31 washington blvd
2606,white house pizza cafe,90028,3234611506,-1,$,93,6541 hollywood blvd
2607,kony,90010,2133893500,-1,$,35,3281 wilshire blvd
2608,pane & passione,90066,4243946363,-1,$$,7,4046 alla rd
2609,il tramezzino - studio city,91604,8187842244,-1,$$,413,13031 ventura blvd
2610,ca del sole,91602,8189854669,-1,$$,553,4100 cahuenga blvd
2611,d'amore's pizza,90048,3239510070,-1,$$,237,8369 w 3rd st
2612,il cielo,90211,3102769990,-1,$$$,903,9018 burton way
2613,jones hollywood,90046,3238501726,-1,$$,821,7205 santa monica blvd
2614,eatalian cafe,90248,3105328880,-1,$$,1872,15500 s broadway st
2615,ravello osteria,91754,3237227600,-1,$$,81,2315 s garfield ave
2616,prince of venice food truck,90064,3106145443,-1,$$,5,
2617,osteria venice west,90291,3103143222,-1,$$$,229,5 dudley ave
2618,spumoni restaurant,91403,8189817218,-1,$$,412,14533 ventura blvd
2619,fritto misto italian café,90407,3104582829,-1,$$,1870,601 colorado ave
2620,il pastaio,90210,3102055444,-1,$$$,889,400 n canon dr
2621,cheech's pizza,90027,3236667744,-1,$,298,2116 hillhurst ave
2622,north italia,90245,3104697695,-1,$$,650,840 s sepulveda blvd
2623,tony's subs & salads,90032,3232260126,-1,$,42,4507 valley blvd
2624,marco's,90046,3236501060,-1,$$,541,8200 santa monica blvd
2625,frankie's italian kitchen,91505,8185672288,-1,$$,88,267 n pass ave
2626,trattoria allegria,91208,8182485113,-1,$$,64,3600 ocean view blvd
2627,café 1919,90024,,-1,$,30,350 de neve dr
2628,tomato pie pizza joint,90027,3236616474,-1,$,894,2457 hyperion ave
2629,north end pizzeria,90048,3103589400,-1,$$,163,8514 w 3rd st
2630,pizza next door,90017,2136226595,-1,$,356,806 w 8th st
2631,novecento pasta & grill,90232,3108423838,-1,$$,240,3837 main st
2632,mama's original pizza & pasta,90034,3102046262,-1,$$,199,3311 motor ave
2633,della's kitchen,91356,8183433377,-1,$$,14,18663 ventura blvd
2634,buca di beppo italian restaurant,90036,3233706560,-1,$$,66,6333 w 3rd st
2635,enjoeat espresso & classico,90232,3108377002,-1,$$,284,3912 van buren pl
2636,pizza romana,90036,3239391148,-1,$$,205,615 n la brea ave
2637,centanni trattoria,90291,3103147275,-1,$$,518,1700 lincoln blvd
2638,cruzer pizza,90027,3236660600,-1,$$,557,4449 prospect ave
2639,apollonia's pizzeria,90036,3239372823,-1,$$,241,5176 wilshire blvd
2640,the stinking rose - a garlic restaurant,90211,3106527673,-1,$$,3193,55 n la cienega blvd
2641,hi pizza italian kitchen,90004,2133805757,-1,$,138,119 s western ave
2642,tutt'a post' trattoria,90211,3106525992,-1,$$,112,235 s la cienega blvd
2643,fabiolus cucina,90028,3234672882,-1,$$,642,6270 w sunset blvd
2644,c & o cucina,90292,3103017278,-1,$$,1198,3016 washington blvd
2645,wildcraft,90232,3108158100,-1,$$,661,9725 culver blvd
2646,ciaocristina!,91505,8185632426,-1,$$,433,4201 w olive ave
2647,ferrarini,90210,3102788533,-1,$$,58,9622 brighton way
2648,north end pizzeria,90025,3102075900,-1,$$,90,11628 santa monica blvd
2649,prufrock pizzeria,90013,3232845661,-1,$$,100,446 s main st
2650,cantalini's salerno beach restaurant,90293,3108210018,-1,$$,437,193 culver blvd
2651,novo cafe,91505,8185666686,-1,$$,334,3900 w riverside dr
2652,berri's kitchen,90046,3239772121,-1,$$,108,7123 sunset blvd
2653,il forno trattoria,90405,3104501241,-1,$$,347,2901 ocean park blvd
2654,monte carlo deli & pinocchio's restaurant,91505,8188453516,-1,$,911,3103 w magnolia blvd
2655,angelino pizzeria,91602,8187695241,-1,$$,350,4386 lankershim blvd
2656,barrique,90291,3103999010,-1,$$$,103,796 main st
2657,il tramezzino - beverly hills,90210,3102730501,-1,$$,429,454 n canon dr
2658,maestro sausage company,90058,3235836690,-1,$,1,6080 malburg way
2659,doma,90210,3102777346,-1,$$$,156,362 n camden dr
2660,il piccolino,90048,3106592220,-1,$$$,157,350 n robertson blvd
2661,cecconi's west hollywood,90069,3104322000,-1,$$$,955,8764 melrose ave
2662,divina cucina,91020,8182483077,-1,$$,279,3730 n verdugo rd
2663,madeo restaurant,90048,3108590242,-1,$$$$,580,8897 beverly blvd
2664,gale's,91105,6264326705,-1,$$,793,452 s fair oaks ave
2665,d'amore cafe,90034,3102028337,-1,$,13,10717 venice blvd
2666,trattoria amici,91210,8185021220,-1,$$,794,889 americana way
2667,tomato pie pizza joint,90046,3236539993,-1,$,410,7751 1/2 melrose ave
2668,cafe anzio,90021,2137455006,-1,$$,8,807 e 12th st
2669,scopa italian roots,90292,3108211100,-1,$$$,610,2905 washington blvd
2670,sara the wine bar,90230,3103135522,-1,$$,166,3936 sepulveda blvd
2671,locanda positano,90292,3105263887,-1,$$$,405,4059 lincoln blvd
2672,mama d's,90266,3105461492,-1,$$,1822,1125 manhattan ave
2673,"venice pizza, pasta & deli",91401,8187877070,-1,$$,22,6322 van nuys blvd
2674,cafe amici,90210,3108580271,-1,$$,120,469 n doheny dr
2675,hard times pizza,90026,2134131900,-1,$,124,1311 glendale blvd
2676,la vecchia cucina,90405,3103997979,-1,$$,568,2654 main st
2677,angelini alimentari,90036,3232970070,-1,,4,7317 beverly blvd
2678,cafe cine citta,90007,2137454188,-1,,3,3031 s figueroa st
2679,milo and olive,90403,3104536776,-1,$$,1207,2723 wilshire blvd
2680,fig & olive,90069,3103609100,-1,$$$,1937,8490 melrose pl
2681,caprese restaurant,91311,8187097054,-1,$$,32,9777 topanga canyon blvd 2
2682,purgatory pizza,90033,3232625310,-1,$,350,1326 e 1st st
2683,panzanella ristorante,91403,8187844400,-1,$$$,281,14928 ventura blvd
2684,villa terraza,91040,8188754051,-1,$$,53,9955 sunland blvd
2685,julie's pizzeria,90034,3103984620,-1,$,167,11140 palms blvd
2686,victor jr's,90232,3105598900,-1,$,236,10113 washington blvd
2687,pizza di roma,91606,8187472024,-1,$,17,12909 victory blvd
2688,lenzini's pizza,90034,3105598241,-1,$,201,3500 overland ave
2689,rosso's pizzeria,90089,2137432077,-1,$,44,3500 s figueroa blvd
2690,lomeli's italian restaurant,90247,3103237993,-1,$$,661,2223 w redondo beach blvd
2691,brooklyn pizza,90035,3105509992,-1,$,153,9228 w pico blvd
2692,casa ado,90292,3105772589,-1,$$,208,12 washington ave
2693,andiamo,90045,3104104000,-1,$$$,13,5711 w century blvd
2694,numero uno pizza pasta,90016,3232961543,-1,$$,60,5770 rodeo rd
2695,pizza 8,90043,3232928888,-1,$,57,3272 w slauson ave
2696,king of new york pizzeria pub,90005,2133893500,-1,$,261,3281 wilshire blvd
2697,little toni's,91602,8187630131,-1,$$,578,4745 lankershim blvd
2698,gio cucina napoletana,91436,8189057446,-1,$$,150,15826 ventura blvd
2699,fidel's pizza,90042,3232561996,-1,$,123,307 n ave 50
2700,cucina bene,91403,8189818300,-1,$$,144,4511 sepulveda blvd
2701,scarantino's italian inn,91205,8182479777,-1,$$,244,1524 e colorado st
2702,il fornaio,90210,3105508330,-1,$$,418,301 n beverly dr
2703,forma restaurant & cheese bar,90403,4242312868,-1,$$$,339,1610 montana ave
2704,la loggia ristorante,91604,8189859222,-1,$$$,110,11814 ventura blvd
2705,ugo,90232,3102041222,-1,$$,1473,3865 cardiff ave
2706,sage bistro,91801,6262898713,-1,$$,165,521 w main st
2707,oh mama mia,90015,2137441211,-1,$$,28,1300 s san pedro st
2708,786 degrees,91352,8189396566,-1,$$,528,8879 laurel canyon blvd
2709,wood,90026,3236679940,-1,$$,298,2861 sunset blvd
2710,colombo's italian steakhouse & jazz club,90041,3232549138,-1,$$,392,1833 colorado blvd
2711,stoney point restaurant,91105,6264499715,-1,$$$,101,1460 w colorado blvd
2712,il buco ristorante,90211,3106571345,-1,$$$,132,107 n robertson blvd
2713,braazo pizza,90014,2136223390,-1,$$,71,100 1/2 w 7th st
2714,paninissimo,90035,2064709972,-1,$,13,1708 s robertson blvd
2715,giuliano's delicatessen,90247,3103236990,-1,$,606,1138 w gardena blvd
2716,obicà mozzarella bar pizza e cucina,90401,3103936633,-1,$$,107,606 broadway
2717,philly pizza & grill,90035,3108547272,-1,$,92,8500 w olympic blvd
2718,lucia's pizza,90232,3108380331,-1,$,70,9030 venice blvd
2719,alejos presto trattoria italian restaurant,90045,3106706677,-1,$$,413,8343 lincoln blvd
2720,joe peeps ny pizza,91607,8185064133,-1,$,536,12460 magnolia blvd
2721,eddie's italian restaurant,90292,3108220095,-1,$$,441,4002 lincoln blvd
2722,promenade ristorante,90012,2134374937,-1,$$,5,710 w 1st st
2723,vittoria pizza ristorante italiano,91803,6262845405,-1,$$,254,2622 w valley blvd
2724,plank 47,90066,3103063858,-1,$$,70,4551 s centinela ave
2725,union,91103,6267955841,-1,$$$,717,37 e union st
2726,cafe sole,91011,8187906062,-1,$$,154,1929 verdugo blvd
2727,bruno's,90401,3103955589,-1,$$,292,1652 ocean ave
2728,antonio's pizzeria & italian restaurant,91423,8187881103,-1,$$,345,13619 ventura blvd
2729,exeat by eatalian cafe,90249,3105160121,-1,$$,270,14842 crenshaw blvd
2730,di pilla's italian restaurant,91770,6262860275,-1,$$,474,9013 e valley blvd
2731,sbarro,90008,3232945870,-1,$,5,3650 w martin luther king j
2732,tony's bella vista restaurant & pizzeria,91505,8188430164,-1,$$,335,3116 w magnolia blvd
2733,the slice,90094,3104377499,-1,$,80,13151 fountain park dr
2734,pizzarev,90019,3235499090,-1,$,196,4550 w pico blvd
2735,cafe glace,90024,3104788080,-1,$,186,1441 westwood blvd
2736,little gourmet,90245,3103226285,-1,$,142,117 main st
2737,casa nostra ristorante,90272,3104548889,-1,$$,157,1515 palisades dr
2738,cafe med,90069,3106520445,-1,$$,269,8615 w sunset blvd
2739,vito restaurant,90405,3104504999,-1,$$$,349,2807 ocean park blvd
2740,angelo's italian restaurant,91803,6262820153,-1,$$,356,1540 w valley blvd
2741,domenico's italian restaurant south pasadena,91030,6264606238,-1,$$,24,700 fair oaks ave
2742,isabella's italian kitchen,91506,8185566550,-1,$$,43,1220 w burbank blvd
2743,dan tana's,90069,3102759444,-1,$$$,574,9071 santa monica blvd
2744,uncle tony's pizzeria,91606,8189859992,-1,$$,758,13007 victory blvd
2745,capo,90401,3103945550,-1,$$$$,318,1810 ocean ave
2746,pizza hut,90037,3232318000,-1,$$,22,1014 martin luther king jr blvd
2747,deluca trattoria,90245,3106407600,-1,$$,192,225 richmond st
2748,mangiamo ristorante & bar,90266,3103183434,-1,$$$,215,128 manhattan beach blvd
2749,peperone,90028,3234613088,-1,$$,120,6603 hollywood blvd
2750,mamma's brick oven pizza & pasta,91030,6267991344,-1,$,832,710 fair oaks ave
2751,cafe paraggi,90067,3102848555,-1,$$,54,1888 century park e
2752,lucifers pizza,90036,3239068603,-1,$$,349,7123 melrose ave
2753,2 for 1 pizza,90018,3237372911,-1,$,61,1905 s western ave
2754,valentino,90405,3108294313,-1,$$$,387,3115 pico blvd
2755,buca di beppo italian restaurant,91608,8185099463,-1,$$,440,1000 universal studios blvd
2756,chef hannes restaurant,90245,3106400164,-1,$$,166,411 main st
2757,hill street pizza,90013,2136231776,-1,$$,50,456 s hill st
2758,big mama's & papa's pizzeria,90027,3236611122,-1,$,160,5051 hollywood blvd
2759,pizza hut,90035,3108880070,-1,$$,43,8947 pico blvd
2760,california pizza kitchen,90017,2132288500,-1,$$,237,735 s figueroa st
2761,martini's pizzeria,90045,3106706551,-1,$,28,6503 s sepulveda blvd
2762,tony's italian delicatessen,90640,3237210637,-1,$,186,2012 w whittier blvd
2763,kings road cafe,90048,3236559044,-1,$$,712,8361 beverly blvd
