ID,shop name,postal code,phone number,star,price,number of reviews,street address
1576,vermont restaurant and bar,90027,3236616163,3.5,$$ - $$$,26,1714 n vermont ave
1577,los angeles brewing company,90014,,3.0,,20,750 s broadway
1578,morels,90036,3239659595,3.0,$$ - $$$,34,6301 w 3rd st
1579,market place restaurant,90021,2136227285,3.5,,2,1102 lawrence st
1580,busby's east,90036,3235252615,3.0,,6,5364 wilshire blvd
1581,charcoal,,3234658500,2.5,,3,6372 w sunset blvd
1582,lucy's drive-in,90019,3239384337,3.0,,3,1373 s la brea ave
1583,cafe venicia,90291,3103147711,3.5,,4,827 ocean front walk
1584,zoo grill,90027,3236446038,2.5,,3,5333 zoo dr
1585,couture,90028,3234642065,4.0,$$ - $$$,5,1640 n cahuenga blvd
1586,hungry harold's,90043,3232991817,2.0,,1,3453 west slauson avenue
1587,alex hamburgers,90022,3232688156,2.0,$,1,4767 e olympic blvd
1588,three bear's bar-b-q,90061,3237547664,2.0,$$ - $$$,1,11916 s figueroa st
1589,bertha's soul food,,3237773373,3.0,$,2,1714 west century blvd
1590,paul's cafe,91423,8187893575,1.0,,1,13456 ventura blvd
1591,mama's chicken,90043,3232929696,1.0,,1,2510 west slauson avenue
1592,compartes chocolatier,90049,3108263380,1.0,,1,912 s barrington ave
1593,la vaca loca,,,-1,,-1,avenida del mediterraneo
1594,beorn appetit,90065,2133000716,-1,,-1,3432 division st
1595,yanusa,90006,2133839919,-1,,-1,2740 w olympic blvd
1596,maverick's flat - jazz supper club & lounge,90008,3232954170,-1,$$ - $$$,-1,4225 crenshaw blvd
1597,blue boar pub,90028,3234651750,-1,$,-1,"1615 north cahuanga blvd,"
1598,musado sushi,91326,8182128212,-1,,-1,10328 1/2 reseda blvd
1599,usa pizza,90710,3105497400,-1,,-1,1605 pacific coast hwy
1600,bliss,90069,3106590999,-1,$$$$,-1,650 n la cienega blvd
1601,stuffed stuff,90034,4246526999,-1,$,-1,123 main st
1602,all american sausage co,90036,3239339600,-1,,-1,189 the grove dr
1603,tracey's belizean restaurant,90062,3237352166,-1,,-1,3810 south western avenue
1604,a and t burgers,90061,3237570710,-1,,-1,11318 avalon blvd
1605,carlos,90023,,-1,,-1,3429 whittier blvd
1606,mr j's louisiana kitchen,90008,7027506094,-1,,-1,4213 crenshaw blvd
1607,medusa lounge,90057,2133825723,-1,,-1,3211 beverly blvd
1608,art's famous chili dog stand,90047,3237501313,-1,$,-1,1410 w florence ave
1609,pupusas yeni,90025,6267558783,-1,,-1,11338 santa monica blvd
1610,church's chicken,90043,3232945443,-1,,-1,4720 crenshaw blvd
1611,usa donuts and crossaints,91401,8187870654,-1,,-1,13316 burbank blvd
1612,usa donuts,91411,8189081659,-1,,-1,14900 burbank blvd
1613,big time burgers,91601,8185088840,-1,,-1,11685 magnolia blvd
1614,count potato,90017,2139770415,-1,,-1,1125 west 6th street
1615,sandbags,90024,,-1,,-1,1134 westwood blvd
1616,marina cafe,90744,3108471299,-1,$,-1,720 peninsula rd
1617,smith and cohen grill deli bar,90025,3104324361,-1,$$ - $$$,-1,10351 santa monica blvd
1618,old jerusalem restaurant,91306,8183479954,-1,,-1,7147 winnetka ave
1619,el pollo grande,90006,2137494573,-1,,-1,1600 south hoover street
1620,bar-b glatt kosher,90015,,-1,,-1,113 e 9th st
1621,presto deli,90025,3103125100,-1,$,-1,1849 sawtelle blvd
1622,budacki's hot dog,90007,2137477100,-1,,-1,3782 s figueroa st
1623,ostioneria colima,90023,3232611300,-1,,-1,1412 south lorena street
1624,jimmy's snack bar,90035,3105573643,-1,,-1,9911 west pico blvd
1625,la fe,90026,2134819896,-1,,-1,1525 w. sunset blvd.
1626,inside cafe,11500,3104782788,-1,,-1,11500 west olympic blvd
1627,ilopango,90006,3237668860,-1,,-1,1744 venice blvd
1628,gabe's,90064,3104731667,-1,,-1,2965 south sepulveda blvd
1629,flor blanca restaurant,90037,3232311728,-1,,-1,320 west vernon avenue
1630,red's cafe,90011,2137459909,-1,,-1,1102 east 22nd street
1631,french cafe,90015,2136225917,-1,,-1,934 south los angeles street
1632,catcafe lounge,90012,,-1,$$ - $$$,-1,123 s main st
1633,night watch clubs,90028,3238712995,-1,$$ - $$$,-1,6290 west sunset blvd
1634,family restaurant,,2132640953,-1,,-1,3552 east cesar east chavez avenue
1635,re's wings and beans,90047,3237525202,-1,$,-1,1502 west manchester avenue
1636,convention centrr,90015,,-1,,-1,1146 blaine st
1637,the fifty,,8187046633,-1,,-1,6501 fallbrook ave
1638,oak fire pizzeria & pub,91423,8182059306,-1,,-1,13359 ventura blvd
1639,new world,,,-1,,-1,san vicente ave.
1640,crazy falafel,91356,8189758052,-1,$,-1,19336 ventura blvd
1641,cafe tamal,91406,8188551319,-1,$,-1,16045 sherman way
1642,coatepeque,90015,2137499598,-1,,-1,1403 west 11th street
1643,taylor made cuisine,90744,3109717905,-1,$$ - $$$,-1,serving the general area
1644,lucky's snack shop,90013,2136889069,-1,,-1,233 east 5th street
1645,centinela cafe,90066,3103912585,-1,$,-1,4800 south centinela avenue
1646,taylo's steak,,,-1,,-1,hope street
1647,olde pub,90040,5629491668,-1,,-1,5811 east washington blvd
1648,sunset snack bar,90026,2132501628,-1,,-1,1608 west sunset blvd
1649,sunflower natural foods,90045,3106412113,-1,,-1,8639 lincoln blvd
1650,rojas eatery,90025,3104777410,-1,,-1,11901 santa monica blvd
1651,the prospect theatre,90028,3234690040,-1,$$$$,-1,1643 cosmo st.
1652,jerusalem pita grill,91335,8189962800,-1,,-1,18345 vanowen st
1653,ostioneria colima - alvarado,90026,2134848276,-1,$$ - $$$,-1,434 north alvarado street
1654,jack's family kitchen,90062,3232965215,-1,,-1,3965 s western ave
1655,texis restaurant no 3,90005,2133878890,-1,,-1,698 south vermont avenue
1656,cafe wilshire,90017,2134817572,-1,,-1,1138 wilshire blvd
1657,cafe vogue,90048,3106578778,-1,,-1,100 north la cienega blvd
1658,vip fish market,90008,3232923627,-1,,-1,3845 santa rosalia dr
1659,serrano cafe,90010,2132525242,-1,,-1,3699 wilshire blvd ste 105
1660,fish only,90033,3232235064,-1,,-1,1832 marengo street
1661,good grill,90015,2137492345,-1,,-1,210 e olympic blvd
1662,elaine's bakery & cafe,90049,3104422233,-1,,-1,11677 san vicente blvd ste 317
1663,coco's restauarnt,,8183535677,-1,$$ - $$$,-1,10521 sunland blvd
1664,alameda inn,90058,3232328378,-1,,-1,4209 south alameda street
1665,mr. big's gourmet hot dogs & sausages,90017,3108322444,-1,,-1,655 w 7th st
1666,987i e bisi,90048,3102461007,-1,,-1,6335 wilshire blvd
1667,urban oasis,,8188874800,-1,,-1,21850 oxnard st
1668,truman talley specialties,90043,3232902203,-1,,-1,3819 west slauson ste.#6
1669,norah's place,91601,8189806900,-1,,-1,5667 lankershim blvd
1670,mr.pupusas,90291,3232097316,-1,,-1,1301 ocean front wk.# 11
1671,innovative dining group catering,90048,3236553372,-1,,-1,8425 west third st
1672,asian fusion,90035,4242988247,-1,$$ - $$$,-1,1710 s robertson blvd
1673,plan b cocktail lounge,90064,3103123633,-1,$$ - $$$,-1,11637 w pico blvd
1674,westernsoondae usa,90020,2133895288,-1,,-1,543 s western ave
1675,el compadre,90046,3238747924,4.5,$$ - $$$,195,7408 w sunset blvd
1676,tocaya organica,,4247448692,5.0,,37,1715 pacific avenue
1677,border grill downtown la,90071,2134865171,4.0,$$ - $$$,211,445 s. figueroa st.
1678,el tepeyac,90033,3232678668,4.5,$,172,812 n evergreen ave
1679,guisados,90026,2132507600,4.5,$,61,1261 w sunset blvd
1680,guelaguetza,90006,2134270608,4.5,$$ - $$$,88,3014 w olympic blvd
1681,red o restaurant,90046,3236555009,4.0,$,197,8155 melrose ave
1682,loteria grill,,3234652500,4.0,$$ - $$$,163,6627 hollywood blvd
1683,mercado,90048,3239440947,4.5,$$ - $$$,82,7910 w 3rd st
1684,rosa mexicano - los angeles,90015,2137460001,4.0,$$ - $$$,208,800 west olympic blvd
1685,el cholo restaurant,90006,3237342773,4.0,$$ - $$$,234,1121 s western ave
1686,tacos tumbras a tomas,90013,2136200477,5.0,$,29,317 south broadway
1687,el coyote,90036,3239392255,4.0,$$ - $$$,206,7312 beverly blvd
1688,broken spanish,90015,2137491460,4.5,$$ - $$$,40,1050 s flower st
1689,guisados dtla,90013,2136277656,5.0,$,30,541 s spring st
1690,baja fresh,90028,3234674620,4.0,$,125,6922 hollywood blvd
1691,sol y luna,,8183438488,4.5,$$ - $$$,85,ventura blvd
1692,green onion,90731,3105190631,4.5,$$ - $$$,51,145 w 6th st
1693,los toros mexican restaurant,91311,8188823080,4.0,$$ - $$$,116,21743 devonshire street
1694,bar ama,90013,2136878002,4.5,$$ - $$$,72,118 w 4th st
1695,calle tacos,90028,3234659100,4.5,$,63,6508 hollywood blvd
1696,el paseo inn,90012,2136261361,4.0,$$ - $$$,99,11 olvera st
1697,b.s. taqueria,90014,2136223744,4.0,$$ - $$$,41,514 w 7th st
1698,salsa & beer,,8185031220,4.5,$$ - $$$,44,11619 sherman way
1699,trejo's tacos,90019,3239388226,4.0,$$ - $$$,37,1048 s la brea ave
1700,cacao mexicatessen,90041,3234782791,4.0,$$ - $$$,44,1576 colorado blvd
1701,el pollo loco,90046,3238746037,4.0,$,50,7101 w sunset blvd
1702,petty cash taqueria,90036,3239335300,4.0,$$ - $$$,54,7360 beverly blvd
1703,best fish tacos in ensenada,90027,3234665552,4.5,$,49,1650 hillhurst ave
1704,casa vega,91423,8187884868,4.0,$$ - $$$,165,13301 ventura blvd
1705,yxta,90021,2135965579,4.5,$$ - $$$,39,601 s central ave
1706,pez cantina,90071,2132582280,4.5,$$ - $$$,35,401 s grand ave
1707,cielito lindo,90012,2136874391,4.5,$,48,23 olvera st
1708,casa sanchez,90066,3103979999,4.5,$$ - $$$,99,4500 s. centinela ave
1709,la golondrina mexican cafe,90012,2136284349,4.0,$$ - $$$,128,17 olvera st
1710,chichen itza,90007,2137411075,4.5,$,40,3655 s. grand ave. # c6
1711,tabachines cocina,90013,2134892950,4.5,$$ - $$$,18,517 s spring st
1712,el cholo,90015,2137467750,4.0,$$ - $$$,61,1037 s flower st
1713,the velvet margarita,90028,8774868353,4.0,$$ - $$$,57,1612 n cahuenga blvd
1714,casablanca,90291,3103925751,4.0,$$ - $$$,59,220 lincoln blvd
1715,paco's tacos,90045,3106458692,4.0,$$ - $$$,71,6212 w manchester ave
1716,las fuentes mexican food,91335,8187083344,4.5,$,58,18415 vanowen st
1717,te'kila,90028,3239602404,4.5,$$ - $$$,51,6541 hollywood blvd.
1718,sol - playa vista,90094,4242890066,4.0,,19,12775 millennium
1719,yuca's,90027,3236621214,4.5,$,74,2056 hillhurst ave
1720,la cabana restaurant,90291,3103926161,4.0,$$ - $$$,63,738 rose ave
1721,taco bell,91608,8189858226,4.0,$,63,100 universal city plz
1722,taqueria los anaya,90016,3237314070,5.0,$,21,4651 w adams blvd
1723,mas malo,90014,2139854332,4.0,$$ - $$$,81,515 w 7th street ground floor
1724,escuela taqueria,90036,3239326178,4.5,$$ - $$$,25,7615 beverly blvd
1725,camachos cantina,,,4.0,$$ - $$$,62,"1000 universal city plaza, universal city, ca 91608"
1726,la luz del dia,,2136287495,4.5,$,48,w-1 olvera street
1727,homegirl cafe,90011,3232689353,4.5,$$ - $$$,40,1818 e 1st st
1728,xoc tequila grill,91367,8189927930,4.0,$$ - $$$,27,6316 topanga canyon blvd ste 1110
1729,don antonio's,90064,3103122090,4.0,$$ - $$$,74,11755 w pico blvd
1730,ocho mexican grill,90012,8889886246,4.5,$,25,255 s grand ave
1731,homestate - a texas kitchen,90027,3239061122,4.5,$,19,4624 hollywood blvd
1732,tlapazola grill,90291,3108227561,4.5,$$ - $$$,34,636 venice blvd
1733,mr churro,90012,2136809036,4.5,$,20,e-12 olvera st.
1734,el tarasco,90045,3103380399,4.5,$,25,8620 south sepulveda blvd
1735,el taurino,90006,2137389197,4.0,$,36,1104 s hoover st
1736,mexikosher,90035,3102710900,4.5,$,38,8832 w pico blvd
1737,maradentro,91604,8183583423,4.0,$$ - $$$,22,11929 ventura blvd
1738,gloria's cafe,90034,3108380963,4.5,$$ - $$$,52,10227 venice blvd
1739,chipotle mexican grill,90017,2132832058,4.0,$,39,601 w 7th st
1740,tamayo,90022,3232604700,4.5,$$ - $$$,36,5300 e. olympic blvd.
1741,el carmen,90048,3238521552,4.5,$$ - $$$,34,8138 w. 3rd st.
1742,cha cha cha,90004,3236647723,4.0,$$ - $$$,77,656 n virgil ave
1743,melody's mexican kitchen,91335,8186099062,4.5,$,16,6747 reseda blvd
1744,la fogata mexican restaurant,91403,8185019065,4.5,$,23,5142 van nuys blvd
1745,mexico city,90027,3236617227,4.0,$$ - $$$,49,2121 hillhurst ave
1746,la noche buena restaurant,90012,2136282078,4.5,$,20,12 olvera st
1747,benny's tacos & chicken rotisserie,90045,3106708226,4.0,$$ - $$$,23,7101 w manchester ave
1748,cascabel,91802,8188274210,4.0,$$ - $$$,19,10717 riverside dr
1749,flore vegan cuisine,,,4.5,,18,3818 w. sunset blvd. silverlake
1750,pink taco,90067,3107891000,3.5,$$ - $$$,142,10250 santa monica blvd
1751,la fiesta brava,90291,3103998005,4.5,$,22,423 rose ave
1752,hacienda del rey,90045,3106708588,4.0,$$ - $$$,35,8347 lincoln blvd
1753,los burritos inc,90028,3234615814,4.5,$,15,6517 hollywood blvd
1754,tere's mexican grill,90038,8667968476,4.5,$,24,5870 melrose ave
1755,ricky's fish tacos,90027,3239067290,4.5,$,13,1400 n virgil ave
1756,king taco,90015,2137479915,4.5,$,12,645 e. washington blvd
1757,malo,90027,3236641011,4.0,$$ - $$$,49,4326 sunset dr
1758,senor g's restaurant,90293,3108227733,4.5,$,20,343 culver blvd
1759,el torito grill,91403,8189077172,4.0,$$ - $$$,45,15301 ventura blvd
1760,la barca,90007,3237356567,4.0,$$ - $$$,26,2414 s vermont ave
1761,el coyote mexican restaurant,90731,3105190375,4.5,,11,800 s pacific ave
1762,sharky's fresh mexican grill,90028,3234617881,4.0,$,20,1716 n cahuenga blvd
1763,cabo cantina,90069,3238227820,3.5,$$ - $$$,92,8301 w sunset blvd
1764,plancha - a taco joint,90291,3108231500,4.5,,9,2024 pacific ave
1765,la serenata de garibaldi,90033,3232652887,4.0,$$ - $$$,31,1842 e 1st st
1766,mucho mas,91601,8189800300,4.0,$$ - $$$,35,10405 burbank blvd
1767,al & bea's mexican food,,,4.5,,10,2025 e 1st st
1768,salazar,,,4.5,$$ - $$$,6,2490 fletcher dr
1769,trimana,90045,3106410699,4.5,$,12,5757 w century blvd
1770,el huero,90007,2137470012,5.0,,5,3000 s figueroa st
1771,eduardo's border grill,90025,3104752410,4.5,$,15,1830 westwood blvd
1772,clutch,90291,3103968749,4.0,$$ - $$$,20,427 lincoln blvd
1773,el taco llama,91324,8188855918,5.0,$,5,8709 corbin ave
1774,el patron,91356,8186433033,4.0,$$ - $$$,24,5545 reseda blvd
1775,camacho's cantina,,8186223333,3.5,$$ - $$$,77,1000 universal studios blvd
1776,rodeo mexican grill,90015,2137385252,4.0,$,26,1721 w olympic blvd
1777,lucy's el adobe cafe,90038,3234629421,4.0,$$ - $$$,27,5536 melrose ave
1778,qdoba mexican grill,90017,,4.0,$,20,655 s hope st
1779,leos tacos,90065,,5.0,$$ - $$$,5,4318 eagle rock blvd
1780,guerrilla tacos,90013,3233885340,4.5,$,6,826 e 3rd st
1781,la parrilla,90017,2133534930,4.0,$$ - $$$,21,1300 wilshire blvd
1782,tamara's tamales,90066,3103057714,5.0,$,8,13352 w washington blvd
1783,presidente restaurant,91345,8183657153,4.0,$$ - $$$,12,11451 sepulveda blvd
1784,la salsa - union bank plaza,90071,2136838815,4.5,,9,445 s. figueroa ave.
1785,las anitas,90012,2136231153,4.0,$$ - $$$,28,26 olvera street
1786,sky's gourmet tacos,,3239326253,4.5,$,20,5408 w pico blvd
1787,tlayuda l.a. mexican restaurant,90029,2132614667,5.0,$$ - $$$,4,5450 santa monica blvd
1788,ernie's mexican restaurant,91602,8189854654,3.5,$$ - $$$,40,4410 lankershim blvd
1789,juanitas cafe,90012,2136281013,4.0,$,13,20 olvera st
1790,rocio's mole de los dioses,91352,8182526415,4.5,$$ - $$$,20,8255 sunland blvd
1791,tacos mexico,90015,2136272399,4.5,$,9,913 s broadway
1792,cactus taqueria #3,91602,8187548119,4.0,$,6,11401 moorpark st
1793,cactus mexican food,90038,3234645865,4.5,$,22,950 vine st
1794,toca madera,90048,3238529400,3.5,$$ - $$$,34,8450 w 3rd st
1795,diablo taco,90026,3236664666,4.5,,11,3129 w sunset blvd
1796,la abeja,90065,3232210474,5.0,$,5,3700 n figueroa st
1797,taco zone,90026,8187634085,5.0,,3,1342 n alvarado st
1798,benito's taco shop,90048,3239387427,5.0,,3,7912 beverly blvd
1799,el huarachito,90031,3232230476,5.0,,6,3010 n broadway
1800,la azteca tortilleria,90022,3232625977,4.5,,10,4538 e. cesar chavez ave.
1801,tacos villa corona,90039,3236613458,4.5,,10,3185 glendale blvd
1802,poquito mas,91364,8188872007,3.5,$,18,21049 ventura blvd
1803,nina's mexican food,90025,3104795081,4.5,$,8,1651 sawtelle blvd
1804,casita del campo,90027,3236624255,4.0,$$ - $$$,40,1920 hyperion ave
1805,tacos el gavilan,,,4.0,,8,7070 w sunset blvd
1806,sharky's woodfired mexican grill,91602,8185081900,4.5,$,16,10119 riverside dr
1807,lupe's burritos,90022,3232666881,4.5,,3,4642 e 3rd st
1808,tacos por favor,90064,3104792818,4.5,$,11,11901 w olympic blvd
1809,puesta del sol,,,4.0,,7,1622 s. gaffey st.
1810,tinga,90036,3239549566,4.5,,20,142 s la brea ave
1811,sun taco,90028,3234640935,4.0,$,7,6801 hollywood blvd
1812,los tacos,90046,3238489141,4.0,$,16,7954 santa monica blvd
1813,mexicali taco & co.,90012,2136130416,4.5,$,8,704 n figueroa st
1814,dos arbolitos restaurant,91343,8188916661,4.5,,14,9034 woodley ave
1815,teresitas restaurant,90063,3232666045,4.5,,5,3826 e 1st st
1816,senor grandes,91367,8183469144,5.0,,3,21514 victory blvd
1817,tacos el gordo el original,91331,8188977309,5.0,,1,13236 paxton st.
1818,little mexico seafood restaurant,90022,3237809848,5.0,,1,4937 whittier blvd
1819,tacos mexico,90014,2134891840,5.0,,1,312 w 7th st
1820,la sirenita,91406,8189099080,5.0,,1,15355 sherman way
1821,mi pueblito mexican restaurant,91331,8188900300,5.0,,1,12824 van nuys blvd
1822,tacos clarita,90032,3232233844,5.0,,1,5024 huntington dr s
1823,carnitas los 3 puerquitos,90011,3233693111,5.0,,1,981 e. vernon ave.
1824,ruben's tacos,90038,3103439200,5.0,,1,727 vine st
1825,dos burritos,90027,3236440416,5.0,,1,4734 hollywood blvd
1826,carnitas michoacanas,91405,8189097033,5.0,,1,14064 vanowen st
1827,el taco libre,90291,3104316790,5.0,,1,41 29th ave
1828,pizza mayven,90036,3238570353,5.0,$$ - $$$,3,140 n la brea ave
1829,chile verde,90045,3106411510,5.0,,1,6913 la tijera blvd
1830,albita's grill,,3233739670,5.0,,1,2851 crenshaw blvd
1831,juanito's,90063,3232682365,5.0,$$ - $$$,1,4214 floral dr
1832,mis amigos,91402,8188930368,5.0,,1,8333 van nuys blvd
1833,papa juan's fish tacos,91342,8185187591,5.0,,1,12801 foothill blvd
1834,coronado's mexican restaurant and bar,90013,2134890138,5.0,,3,212 w 5th st
1835,freebirds world burrito,90007,2137461212,5.0,,3,3335 s figueroa st
1836,kiko's ricos tacos,90039,3238284680,5.0,,1,4117 sequoia st
1837,jugo's azteca,90042,3232544555,5.0,,3,5213 york blvd
1838,maria's ramada,90029,3236604436,5.0,,3,1064 north kingsley dr
1839,las molenderas,90023,3232692812,5.0,,1,2635 whittier blvd
1840,maria's tortillas,90045,3106702645,5.0,,2,5606 w manchester ave
1841,el jacalito,91605,8185035473,5.0,,1,7355 lankershim blvd.
1842,taqueria jalisco,90016,3239320274,5.0,,1,4755 w washington blvd
1843,tacos los carnales,90011,3238461135,5.0,,1,4370 s central ave
1844,burrito place,90032,3235057546,5.0,,1,5587 huntington dr n
1845,el huarache veloz,91331,8188349775,5.0,,1,11661 glenoaks blvd
1846,cilantro lime,90015,2136283517,5.0,$,1,934 s. los angeles st
1847,las lomas restaurant,91342,8183672311,5.0,,2,15677 roxford st
1848,el rinconcito salvadoreno,90020,2133889273,5.0,,1,4010 west 3rd street
1849,alta california fonda,90019,3235911095,5.0,,1,5303 w pico blvd
1850,bronco burrito,91356,8183436149,5.0,,1,19511 ventura blvd
1851,del solar fish tacos,,,5.0,,1,balboa & parthenia st
1852,tacos tu madre,90027,,5.0,,1,1824 n vermont ave
1853,el comal,90029,3239621706,5.0,,1,5465 santa monica blvd
1854,camarena's taco shop,90744,3107427348,5.0,,2,516 1/2 w anaheim st
1855,el rancherito,91335,8187589775,5.0,,3,17734 saticoy street
1856,casa carnitas,90004,3236679953,5.0,$$ - $$$,1,4067 beverly blvd
1857,carnitas michoacan,90031,3232218600,5.0,$$ - $$$,4,1901 n broadway
1858,el cancun mexican restaurant,91335,8187749468,5.0,,1,7228 canby ave
1859,alfredo's mexican food,90044,3237785301,5.0,,2,894 w manchester ave
1860,taqueria el sol,90033,3232614524,5.0,,1,1949 east 1st street
1861,los antojitos,90033,3232644750,5.0,,1,2122 east 1st street
1862,the beef burrito taqueria,91304,8185926719,5.0,,1,7801 canoga ave
1863,sergio's taco,90022,3237262002,5.0,,1,6601 e olympic blvd
1864,tony's deli and mexican food,91344,8183666969,5.0,,2,11856 balboa blvd
1865,taco chabelita,90018,3237340211,5.0,,1,2001 s western ave
1866,picka rico,91401,8188495488,5.0,,1,14308 victory blvd
1867,taqueria sanchez,90066,3108228880,5.0,,2,4541 s centinela ave
1868,karlo's & koke's fresh mexican grill,91303,8188877159,5.0,,1,6551 topanga canyon blvd
1869,fast taco,91311,8187009491,5.0,,3,20865 lassen st
1870,acapulco mexican delicatessen,90022,3232660267,5.0,,1,929 s kern ave
1871,casita taco de carbon,91601,8185088118,4.5,,5,11300 magnolia blvd ste 1
1872,tacos reyes,91304,8189327926,4.5,,8,21929 saticoy st
1873,la estrella taco truck,90042,,5.0,$,5,york and ave 54
1874,tortilla grill,90291,3105819953,4.5,,3,1357 abbot kinney blvd
1875,pepe's tacos,90066,3103918667,4.0,,6,4582 s centinela ave
1876,tacos baja ensenada,90022,3238871980,4.5,,9,5385 whittier blvd
1877,acapulco mexican restaurant y cantina,90731,3105486800,3.5,$$ - $$$,66,750 sampson way
1878,kay 'n dave's cantina,90272,3104598118,4.0,$$ - $$$,21,15246 sunset blvd.
1879,pinche tacos,90034,2132815471,4.5,$,15,203 n larchmont blvd
1880,acapulco mexican restaurant,,,4.5,,8,8431 sunland blvd.
1881,taco love,90046,3236508226,4.0,$,12,7980 w sunset blvd
1882,el torito,91324,8183491607,3.5,$$ - $$$,23,8855 tampa ave
1883,tortas mexico,91042,8182495163,4.5,,5,6231 foothill blvd
1884,fernando's taco inn,90015,2134897615,4.0,$,16,815 w olympic blvd
1885,the gold room,90026,2134825259,4.5,$$ - $$$,5,1558 w sunset blvd
1886,gorditas durango,91402,8188942100,4.5,,3,14650 roscoe blvd
1887,hugo's tacos,91607,8187627771,3.5,$,35,4749 coldwater canyon
1888,el chavo,90027,3236640871,4.0,$$ - $$$,21,4441 w sunset blvd
1889,taqueria vista hermosa,90007,2137411251,4.5,,3,3655 s. grand ave. #c5
1890,taco delta,90026,3236642848,5.0,$$ - $$$,8,3806 w sunset blvd
1891,taco express,90045,3106491513,4.5,$,6,9200 aviation blvd
1892,cilantro fresh mexican grill,90045,3103389912,4.0,,6,6308 w 89th st
1893,monte alban,90025,3104447736,4.5,$$ - $$$,27,11927 santa monica blvd
1894,henry's tacos,91604,8187690343,5.0,,4,4389 tujunga ave
1895,tony's mexican grills,91423,8187695754,4.5,,7,12910 magnolia blvd ste f
1896,daniels tacos,91352,8187590721,4.5,,3,7956 vineland ave
1897,leonor's mexican vegetarian restaurant,91604,8187620660,4.5,$$ - $$$,8,12445 moorpark st ste c
1898,danny's tacos,90015,3235297486,4.5,,5,1000 s grand ave
1899,el pescador restaurant,90065,3232238866,4.5,,4,2910 division st
1900,el chato taco truck,,,4.5,,4,olympic blvd and la brea blvd
1901,poco's mexican restaurant,91303,8183406546,4.5,$$ - $$$,4,20917 sherman way
1902,sandra's & lolita's tamales,90022,3237222961,4.5,,5,5390 whittier blvd
1903,nacho's restaurant,91344,8183688182,3.0,,2,16835 devonshire st
1904,rincon taurino,91402,8188927444,4.5,,4,8708 van nuys blvd
1905,los burritos mexican food,91042,8183530834,4.0,,6,6583 foothill blvd
1906,ciro's restaurant,90033,3232695104,4.0,$,8,705 n evergreen ave
1907,acapulco sun valley,91352,8187674240,4.5,,5,8431 sunland blvd
1908,cemitas poblanas elvirita,90063,3238810428,4.5,,2,3010 e 1st st
1909,marielas taco,90026,2134130484,4.5,$,3,2501 w sunset blvd ste f
1910,sharky's mexican grill,91356,8188818760,4.0,,6,5511 reseda blvd
1911,loteria,91604,8185085300,4.0,,21,laurel canyon and ventura blvd.
1912,puerto nuevo restaurant,90043,3232996055,4.5,,2,4445 w slauson ave
1913,tamale man,90032,3232215954,5.0,,4,3320 n eastern ave
1914,mission burrito,91303,8183480173,4.5,,3,21425 vanowen st
1915,tamales liliana,90022,3237800989,4.5,,3,4629 e cesar e chavez ave
1916,joselito's,91042,8189512275,4.0,,22,foothill blvd.
1917,casa torres,,8183659695,4.0,$$ - $$$,7,14117 hubbard st
1918,burrito king sunset,90026,2134849859,4.5,,7,2109 w sunset blvd
1919,el huarache azteca,90042,3234789572,4.5,,6,5225 york blvd
1920,los burritos,90026,2139779102,4.5,,3,1312 echo park ave
1921,picante latin fusion,90015,2137650201,4.5,$,2,324 e olympic blvd
1922,taco plus,90025,3102070793,3.5,,6,1525 s bundy dr
1923,don chuy's restaurant,90230,3103989606,4.5,,8,11707 washington pl
1924,costa alegre restaurant,90026,2134846121,4.0,,4,1901 west sunset blvd
1925,leonor's vegetarian restaurant,91606,8189809011,4.5,,8,11403 victory blvd
1926,cowboys & turbans,90036,3239367070,4.0,,12,5515 wilshire blvd.
1927,the flyin' jalapeno,90291,3103928900,4.5,$,10,83 windward ave
1928,mi casita mexicana restaurant,91040,8183525250,4.5,,3,8069 foothill bivd
1929,senor sol,91324,8183413024,4.5,,8,9233 reseda blvd
1930,casa de tacos,91303,8188888750,4.5,,2,7300 topanga canyon blvd
1931,tacomiendo,90064,3104810804,4.5,,6,11462 gateway blvd
1932,tortas mexico restaurant,91604,8187602571,4.5,,4,11040 ventura blvd
1933,la fuente restaurant,90042,3232586109,4.5,,5,5530 monte vista st
1934,el flamin' taco,90020,2137181790,4.5,,5,505 s vermont ave
1935,the world famous spitting chicken cantina,91403,8183776777,4.5,,3,14633 ventura blvd
1936,maya mexican restaurant,90744,3108306660,4.5,,4,401 n avalon blvd
1937,el arco iris,90042,3232543401,4.0,$$ - $$$,15,5684 york blvd
1938,wahoo's fish taco,90025,3104455990,4.5,$$ - $$$,3,11911 wilshire blvd
1939,el rinconcito del mar,90033,3232698723,4.0,,3,2908 east 1st street
1940,plancha,,,4.5,$,6,8250 w 3rd st
1941,baja fish,,3105211931,4.0,,8,611 s. gaffey st.
1942,que ricos mexican grill,91606,8189858014,4.0,,3,12940 victory blvd
1943,campos tacos,90066,3103011666,4.0,,2,13322 w washington blvd
1944,chano's drive inn,90007,2137473944,4.0,$,11,3000 s figueroa st
1945,don rogelio's restaurant,,,4.5,,5,10618 inglewood ave
1946,el queso grande,91344,8183689551,4.0,$$ - $$$,11,10152 balboa blvd
1947,taco's jalisco,90731,3105218258,4.5,,2,740 s pacific ave
